m,candidate_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,split,label,gt_m
154.43,483,0.773167,-25.211,-32.8646,12.2018,-36.698,-39.2556,2.5576,28.596,2088.0899,-809.6833,-2897.7731,-0.0,9467.0862,-40396.5533,13.302,13.3764,1.0056,0.638,28.596,class3_2026_05_14_13_22_06.csv,train,background,
156.025,488,0.781152,-49.9,-37.539,13.8724,-35.3256,-36.1526,0.827,8.1705,678.2018,3326.4211,2648.2193,-41299.3746,41299.3746,-47208.4671,13.1304,13.821,1.0526,0.0,30.119,class3_2026_05_14_13_22_06.csv,train,background,
156.663,490,0.784346,-19.781,-37.539,13.8724,-35.3256,-36.3107,0.9851,8.1705,-1698.8871,5963.2395,7662.1265,45467.0878,47208.4671,-47208.4671,13.1304,13.648,1.0394,0.957,30.119,class3_2026_05_14_13_22_06.csv,train,background,
157.301,492,0.787541,-49.9,-43.3303,12.2935,-35.167,-37.9222,2.7552,19.651,369.2918,4021.0423,3651.7505,-45467.0878,47208.4671,-45467.0878,13.3013,13.4433,1.0107,0.0,30.119,class3_2026_05_14_13_22_06.csv,train,background,
157.939,494,0.790735,-49.9,-40.2826,13.616,-35.167,-36.4077,1.2407,8.1705,-2633.4732,1636.9295,4270.4028,0.0,45467.0878,-0.0,13.3013,13.5439,1.0182,0.0,30.119,class3_2026_05_14_13_22_06.csv,train,background,
161.13,504,0.806711,-21.9,-28.9922,11.298,-36.4517,-34.4307,-2.021,5.732,3326.4211,3766.5922,440.1711,3133.2288,40843.2649,-46249.2194,13.5168,13.8863,1.0273,1.276,29.507,class3_2026_05_14_13_22_06.csv,train,background,
161.768,506,0.809905,-49.9,-34.8723,13.5397,-36.1526,-34.5016,-1.651,5.732,5963.2395,3467.5065,-2495.7329,-46249.2194,7898.1176,-46249.2194,13.821,13.8176,0.9998,0.0,29.507,class3_2026_05_14_13_22_06.csv,train,background,
163.044,510,0.816293,-49.9,-40.7441,12.9494,-37.9222,-34.4735,-3.4487,16.3875,1636.9295,1631.0234,-5.9061,0.0,42747.6505,-43680.2539,13.4433,13.8422,1.0297,0.0,27.868,class3_2026_05_14_13_22_06.csv,train,background,
163.683,512,0.819493,-22.638,-38.012,13.3181,-37.9222,-34.8249,-3.0973,17.4,-3191.1935,-2145.3637,1045.8298,43680.2539,43680.2539,-43680.2539,13.4433,13.6157,1.0128,0.957,27.868,class3_2026_05_14_13_22_06.csv,train,background,
164.64,515,0.824284,-49.9,-31.2713,13.2516,-34.8594,-33.3946,-1.4649,4.9775,-4268.8282,-5793.6306,-1524.8024,38540.7539,43680.2539,-5341.6944,13.5058,13.3074,0.9853,0.0,30.062,class3_2026_05_14_13_22_06.csv,train,background,
165.597,518,0.829075,-20.4,-31.3959,13.1756,-33.3472,-36.6749,3.3277,6.287,-744.2906,-1660.8631,-916.5725,-2641.069,47119.127,-44478.058,13.2901,13.3222,1.0024,1.276,30.062,class3_2026_05_14_13_22_06.csv,train,background,
166.235,520,0.832269,-23.808,-28.259,11.6717,-33.0718,-38.2282,5.1563,8.1135,3766.5922,-1232.8689,-4999.4611,-44478.058,47119.127,-44478.058,13.5169,13.1392,0.9721,1.595,30.062,class3_2026_05_14_13_22_06.csv,train,background,
168.15,526,0.841857,-49.9,-38.2486,13.1847,-32.9583,-35.1591,2.2008,2.8895,1631.0234,2999.5299,1368.5064,-43335.2046,44250.7884,-43335.2046,13.5605,13.2906,0.9801,0.0,28.232,class3_2026_05_14_13_22_06.csv,train,background,
168.469,527,0.843454,-49.9,-41.3504,12.2435,-34.4735,-33.5921,-0.8814,2.8895,-1478.1834,3183.7705,4661.9539,-0.0,272.1199,-0.0,13.8422,13.122,0.948,0.0,28.232,class3_2026_05_14_13_22_06.csv,train,background,
171.021,535,0.856231,-49.9,-34.9447,13.4282,-34.7606,-31.8686,-2.892,3.9255,-1503.384,-2747.9386,-1244.5546,39349.5329,40094.047,-39349.5329,13.6647,12.804,0.937,0.0,29.368,class3_2026_05_14_13_22_06.csv,train,background,
173.574,543,0.869013,-22.245,-28.3616,11.5483,-36.6917,-31.7268,-4.9649,4.163,3183.7705,-1196.8699,-4380.6404,-932.6003,43346.3966,-44211.6003,13.3116,12.8945,0.9687,1.595,29.368,class3_2026_05_14_13_22_06.csv,train,background,
174.531,546,0.873804,-23.431,-31.7524,12.8675,-33.5921,-34.9331,1.341,3.2595,3626.231,4469.7837,843.5527,-44211.6003,43346.3966,-44211.6003,13.122,13.4373,1.024,0.0,28.304,class3_2026_05_14_13_22_06.csv,train,background,
175.169,548,0.876998,-49.9,-31.9568,12.7421,-32.1216,-33.3468,1.2252,3.3725,1811.923,924.8555,-887.0675,39159.8777,39159.8777,-39663.0141,12.688,13.261,1.0452,0.0,28.815,class3_2026_05_14_13_22_06.csv,train,background,
176.764,553,0.884984,-49.9,-34.9364,13.4336,-31.8686,-34.6452,2.7766,3.247,57.6752,-3464.0009,-3521.6761,-775.8636,45164.5815,-1405.4508,12.804,13.6769,1.0682,0.0,28.815,class3_2026_05_14_13_22_06.csv,train,background,
177.722,556,0.88978,-22.652,-31.1652,13.2617,-33.1628,-36.1146,2.9518,3.7845,-1908.1911,-1462.2702,445.921,0.0,277.4295,-4855.7978,13.3954,13.8214,1.0318,0.638,28.929,class3_2026_05_14_13_22_06.csv,train,background,
178.679,559,0.894571,-20.971,-31.9021,12.7806,-33.2358,-36.4782,3.2424,4.101,-1196.8699,-1556.5723,-359.7024,2227.2712,45343.2618,-44452.9812,13.326,13.4796,1.0115,1.276,28.929,class3_2026_05_14_13_22_06.csv,train,background,
179.636,562,0.899363,-49.9,-31.7571,12.8916,-31.7268,-36.3877,4.6609,3.944,4469.7837,803.4678,-3666.3158,-1816.616,45343.2618,-38670.848,12.8945,13.5762,1.0529,0.0,28.929,class3_2026_05_14_13_22_06.csv,train,background,
179.955,563,0.90096,-25.228,-34.7504,13.6091,-33.2662,-37.7584,4.4922,4.2685,1730.9708,2984.4816,1253.5108,-0.0,2227.2712,-44753.9216,13.3114,13.6256,1.0236,0.0,28.929,class3_2026_05_14_13_22_06.csv,train,background,
182.508,571,0.913742,-22.186,-37.7679,13.6164,-36.1849,-35.0146,-1.1703,6.3395,-3627.8459,822.177,4450.0229,-0.0,43709.6178,-7496.8636,13.7474,13.4499,0.9784,0.638,29.12,class3_2026_05_14_13_22_06.csv,train,background,
182.827,572,0.915339,-49.9,-34.9917,13.4053,-34.6452,-33.5162,-1.129,4.291,-1462.2702,-1621.4456,-159.1755,2203.7618,43709.6178,-38145.7712,13.6769,13.2082,0.9657,0.0,29.12,class3_2026_05_14_13_22_06.csv,train,background,
185.379,580,0.928115,-49.9,-34.5646,13.786,-36.3877,-35.4086,-0.9792,9.908,3171.4693,725.8331,-2445.6362,-46092.4796,46092.4796,-46092.4796,13.5762,13.1858,0.9712,0.0,29.964,class3_2026_05_14_13_22_06.csv,train,background,
185.698,581,0.929713,-49.9,-37.3408,14.0758,-36.3877,-35.4086,-0.9792,9.908,725.4187,109.5273,-615.8914,-0.0,46092.4796,-42708.4671,13.5762,13.1858,0.9712,0.0,29.964,class3_2026_05_14_13_22_06.csv,train,background,
186.337,583,0.932912,-22.652,-37.2912,14.1252,-37.7584,-36.9223,-0.8361,29.964,-1290.7548,-3291.3205,-2000.5657,46772.0894,46772.0894,-42708.4671,13.6256,13.1985,0.9687,0.958,29.964,class3_2026_05_14_13_22_06.csv,train,background,
187.294,586,0.937703,-23.04,-32.0507,12.8128,-36.1662,-38.5048,2.3386,29.964,-1310.5787,-5375.7639,-4065.1852,0.0,46772.0894,-2206.8981,13.7947,12.9393,0.938,0.638,29.964,class3_2026_05_14_13_22_06.csv,train,background,
188.251,589,0.942494,-28.676,-30.1327,11.0085,-34.654,-36.8888,2.2348,9.767,765.3865,-4648.7272,-5414.1138,-2206.8981,33266.4592,-29605.0204,13.6996,13.3286,0.9729,0.0,28.547,class3_2026_05_14_13_22_06.csv,train,background,
189.846,594,0.95048,-49.9,-35.7698,12.889,-32.3486,-37.7891,5.4404,8.491,3684.5703,3769.4194,84.8491,-44744.5157,9114.4216,-44744.5157,12.6701,13.7486,1.0851,0.0,28.547,class3_2026_05_14_13_22_06.csv,train,background,
191.442,599,0.95847,-49.9,-43.8926,11.2557,-35.4086,-37.6315,2.2229,19.003,-3291.3205,310.5607,3601.8811,-0.0,40326.0204,-0.0,13.1858,13.919,1.0556,0.0,28.339,class3_2026_05_14_13_22_06.csv,train,background,
193.675,606,0.96965,-19.913,-31.726,13.2671,-36.8364,-39.5133,2.6769,30.032,-1621.8575,-3352.6834,-1730.8259,-17805.6442,47001.5705,-29266.4592,13.2938,13.1978,0.9928,1.595,30.032,class3_2026_05_14_13_22_06.csv,train,background,
194.313,608,0.972844,-23.329,-31.6856,13.2986,-36.8888,-40.0246,3.1359,30.032,2719.7091,-2679.0012,-5398.7103,-29266.4592,47001.5705,-46759.4088,13.3286,13.3926,1.0048,1.595,30.032,class3_2026_05_14_13_22_06.csv,train,background,
109.76,343,0.549523,-17.913,-18.0351,0.4361,-17.7297,-17.8023,0.0726,0.442,-96.3091,106.4142,202.7232,-894.9859,288.4013,-1810.3448,0.3579,0.4926,1.3763,0.0,1.485,class2_2026_04_27_15_45_59.csv,train,background,
127.628,399,0.63898,-8.769,-11.7047,2.9174,-16.7467,-16.3879,-0.3587,8.629,1121.5762,-2653.452,-3775.0282,579.9373,10122.2586,-2716.3009,2.2409,4.543,2.0273,2.871,8.86,class2_2026_04_27_15_45_59.csv,train,connector,127.63
129.223,404,0.646966,-12.605,-12.5734,2.1821,-14.6899,-23.0535,8.3636,8.3605,2319.9538,-4509.7588,-6829.7126,-3274.2947,-2059.5611,-3274.2947,3.6345,10.2207,2.8122,2.871,6.697,class2_2026_04_27_15_45_59.csv,train,background,
131.457,411,0.65815,-18.483,-18.2284,2.0438,-13.6452,-32.408,18.7628,3.6775,-1326.1938,-5020.299,-3694.1052,-3725.7069,-2053.2915,-3725.7069,3.0769,12.6754,4.1195,0.0,6.198,class2_2026_04_27_15_45_59.csv,train,break,131.14
133.371,417,0.667733,-25.992,-29.0808,11.3703,-15.4311,-37.2011,21.77,1.347,-2533.8896,-1212.4109,1321.4788,-42675.5517,-76.8025,-42675.5517,4.2219,12.9109,3.0581,0.0,29.951,class2_2026_04_27_15_45_59.csv,train,background,
134.009,419,0.670927,-26.13,-30.1113,10.8264,-18.6503,-36.8606,18.2103,1.4115,-4727.3465,1065.2822,5792.6287,0.0,0.0,-43150.4718,8.6617,13.2741,1.5325,0.0,29.902,class2_2026_04_27_15_45_59.csv,train,background,
134.966,422,0.675719,-22.37,-36.9518,11.7496,-22.511,-38.1601,15.6491,1.389,-5463.1978,1407.6085,6870.8063,-3311.9138,43150.4718,-43150.4718,10.498,13.3513,1.2718,0.638,27.53,class2_2026_04_27_15_45_59.csv,train,background,
135.604,424,0.678913,-49.9,-36.4229,12.3182,-23.8558,-39.3726,15.5167,4.034,-3938.6806,1704.4846,5643.1652,-3881.4819,43150.4718,-30521.9467,10.0146,13.3714,1.3352,0.0,28.53,class2_2026_04_27_15_45_59.csv,train,background,
135.924,425,0.680515,-30.427,-36.4229,12.3182,-25.8311,-40.4544,14.6233,4.6075,-5011.6439,1326.6063,6338.2502,-190.7622,43150.4718,-44717.8699,11.3599,13.3916,1.1788,0.0,28.53,class2_2026_04_27_15_45_59.csv,train,background,
138.476,433,0.693292,-24.845,-37.2983,14.1521,-35.7582,-37.7986,2.0404,20.2735,-1212.4109,2915.9426,4128.3535,47037.6223,47037.6223,-47037.6223,12.8712,13.6354,1.0594,0.957,30.01,class2_2026_04_27_15_45_59.csv,train,background,
139.433,436,0.698083,-49.9,-37.34,14.1059,-37.2011,-36.7146,-0.4865,20.2735,-1226.9877,-1039.0195,187.9682,46863.6411,47037.6223,-44006.2743,12.9109,13.3048,1.0305,0.0,30.01,class2_2026_04_27_15_45_59.csv,train,background,
140.071,438,0.701277,-49.9,-40.1239,13.835,-36.8606,-35.2207,-1.6399,9.42,1407.6085,1393.5065,-14.102,-3136.8776,46863.6411,-44006.2743,13.2741,13.2447,0.9978,0.0,30.01,class2_2026_04_27_15_45_59.csv,train,background,
140.71,440,0.704476,-49.9,-40.3579,13.5046,-36.6307,-34.6674,-1.9633,9.309,1704.4846,1881.0791,176.5945,-44006.2743,46863.6411,-44006.2743,13.4949,12.5101,0.927,0.0,29.899,class2_2026_04_27_15_45_59.csv,train,background,
141.029,441,0.706073,-49.9,-37.5258,13.8742,-38.1601,-33.0021,-5.158,9.309,1326.6063,1690.6413,364.035,0.0,0.0,-2424.7633,13.3513,12.3658,0.9262,0.0,29.899,class2_2026_04_27_15_45_59.csv,train,background,
142.305,445,0.712462,-24.411,-35.4733,13.0241,-38.9042,-34.4463,-4.4578,20.543,-1225.3332,2323.6904,3549.0236,-2424.7633,43736.6803,-44487.4639,13.8168,12.7273,0.9211,1.914,28.383,class2_2026_04_27_15_45_59.csv,train,background,
143.262,448,0.717253,-21.517,-32.9367,12.162,-36.4029,-38.6934,2.2905,28.383,849.6498,662.0403,-187.6096,-34023.5125,39951.4154,-44487.4639,13.612,12.8719,0.9456,1.914,28.383,class2_2026_04_27_15_45_59.csv,train,background,
143.9,450,0.720447,-49.9,-35.9034,12.658,-36.4067,-35.6604,-0.7462,9.6895,3165.4387,-3853.7509,-7019.1896,0.0,3175.547,-35578.2205,13.6078,13.0881,0.9618,0.0,28.383,class2_2026_04_27_15_45_59.csv,train,background,
146.134,457,0.731632,-34.22,-30.0234,11.3824,-35.2207,-35.8374,0.6167,7.9435,1690.6413,1244.3046,-446.3367,-7891.8495,42932.6034,-46982.7633,13.2447,14.1651,1.0695,0.0,29.975,class2_2026_04_27_15_45_59.csv,train,background,
146.772,459,0.734826,-19.925,-32.9892,12.6293,-34.6674,-37.0291,2.3617,11.2815,-790.8724,3136.6974,3927.5698,7901.2555,42932.6034,-46982.7633,12.5101,14.4237,1.153,0.957,29.975,class2_2026_04_27_15_45_59.csv,train,background,
147.41,461,0.73802,-49.9,-39.2991,12.3978,-31.4801,-38.5511,7.0711,7.9435,2323.6904,1401.9074,-921.783,-42942.0094,22405.9592,-42942.0094,11.8683,14.255,1.2011,0.0,29.975,class2_2026_04_27_15_45_59.csv,train,background,
148.048,463,0.741215,-49.9,-40.5003,13.313,-33.0303,-35.4632,2.4329,7.382,695.877,-405.8075,-1101.6844,-0.0,7901.2555,-0.0,12.3413,14.4924,1.1743,0.0,29.975,class2_2026_04_27_15_45_59.csv,train,background,
150.282,470,0.752399,-18.594,-30.6334,13.6692,-34.0517,-38.8094,4.7578,23.466,-2009.692,-852.7967,1156.8953,452.9765,42962.2848,-49068.9687,13.0185,13.95,1.0716,1.915,31.306,class2_2026_04_27_15_45_59.csv,train,background,
150.92,472,0.755594,-49.9,-33.6584,14.5569,-33.4388,-40.4343,6.9954,31.306,2521.2521,283.6348,-2237.6173,75.2351,6172.4138,-45916.931,13.5319,13.4344,0.9928,0.0,31.306,class2_2026_04_27_15_45_59.csv,train,background,
151.877,475,0.760385,-49.9,-39.9641,14.0583,-34.9663,-40.5691,5.6028,30.881,3136.6974,-2158.3585,-5295.0559,-0.0,75.2351,-48402.826,13.7495,13.2456,0.9633,0.0,30.881,class2_2026_04_27_15_45_59.csv,train,background,
153.472,480,0.76837,-19.727,-37.1567,14.3174,-38.5511,-37.567,-0.9841,30.881,-2692.4579,-713.8188,1978.6391,39827.5893,48402.826,-47118.1968,14.255,13.8209,0.9695,0.958,30.881,class2_2026_04_27_15_45_59.csv,train,background,
154.111,482,0.77157,-49.9,-40.5879,13.2176,-35.4632,-37.4597,1.9966,30.173,-3249.7487,2920.0221,6169.7708,-39640.9949,47293.1082,-44241.3824,14.4924,13.929,0.9611,0.0,30.173,class2_2026_04_27_15_45_59.csv,train,background,
156.344,489,0.782749,-49.9,-43.9814,11.0732,-38.8094,-35.8713,-2.9381,26.869,999.5281,-691.7909,-1691.319,-0.0,41376.1771,-42114.4232,13.95,14.0619,1.008,0.0,26.869,class2_2026_04_27_15_45_59.csv,train,background,
158.897,497,0.795531,-20.852,-31.2641,13.235,-39.1665,-36.2412,-2.9253,29.916,2184.1136,-3110.0591,-5294.1728,4059.9654,45584.0992,-45529.7853,13.4868,13.7852,1.0221,1.277,29.916,class2_2026_04_27_15_45_59.csv,train,background,
160.173,501,0.80192,-24.609,-34.3024,14.003,-37.4597,-36.5003,-0.9594,29.916,3982.6436,4200.8651,218.2216,-42854.2351,39641.0705,-42854.2351,13.929,13.528,0.9712,0.957,29.916,class2_2026_04_27_15_45_59.csv,train,background,
160.811,503,0.805114,-49.9,-37.616,13.771,-37.6228,-34.9154,-2.7074,18.597,3663.6586,2161.5539,-1502.1047,-0.0,39641.0705,-0.0,13.7594,13.5364,0.9838,0.0,29.142,class2_2026_04_27_15_45_59.csv,train,background,
161.768,506,0.809905,-49.9,-40.3752,13.4741,-37.4903,-36.5144,-0.9759,29.142,-614.8554,1588.1104,2202.9658,564.2649,45112.8558,-43640.2914,13.9054,13.5121,0.9717,0.0,29.142,class2_2026_04_27_15_45_59.csv,train,background,
162.087,507,0.811502,-20.758,-40.3752,13.4741,-37.4903,-36.5602,-0.9302,29.142,-709.0144,1501.1599,2210.1743,-0.0,45112.8558,-43640.2914,13.9054,13.4599,0.968,0.638,29.142,class2_2026_04_27_15_45_59.csv,train,background,
162.725,509,0.814696,-22.101,-37.4186,13.97,-35.8713,-38.1046,2.2332,29.142,-3151.2879,-750.8401,2400.4478,-0.0,564.2649,-43640.2914,14.0619,13.3062,0.9463,0.638,29.142,class2_2026_04_27_15_45_59.csv,train,background,
163.364,511,0.817896,-49.9,-34.9524,13.5699,-35.8197,-38.1046,2.2849,29.887,-3434.5123,-2969.1986,465.3137,-0.0,-0.0,-9594.0455,14.1106,13.3062,0.943,0.0,29.887,class2_2026_04_27_15_45_59.csv,train,background,
164.321,514,0.822687,-20.013,-35.592,12.9969,-35.9418,-38.0721,2.1303,29.887,-229.3525,-4741.3304,-4511.9779,-8652.0345,46844.8307,-33056.431,13.9917,13.3356,0.9531,1.595,29.887,class2_2026_04_27_15_45_59.csv,train,background,
164.959,516,0.825881,-26.134,-32.6254,12.427,-36.2412,-37.4338,1.1926,29.887,2185.5447,178.0073,-2007.5374,-33056.431,46844.8307,-42976.4906,13.7852,13.9439,1.0115,1.595,29.887,class2_2026_04_27_15_45_59.csv,train,background,
166.873,522,0.835464,-49.9,-37.5706,13.7934,-34.9154,-40.4454,5.53,28.529,1588.1104,2534.5689,946.4584,-44716.3041,41847.9655,-44716.3041,13.5364,13.3713,0.9878,0.0,28.529,class2_2026_04_27_15_45_59.csv,train,background,
167.192,523,0.837061,-49.9,-40.6171,13.1365,-34.9154,-39.0313,4.1159,28.529,1501.1599,629.691,-871.4689,-0.0,2868.3386,-44177.6326,13.5364,13.6399,1.0076,0.0,28.529,class2_2026_04_27_15_45_59.csv,train,background,
167.83,525,0.840255,-21.582,-43.5837,11.8169,-36.5144,-39.0847,2.5703,28.529,-750.8401,-644.4763,106.3638,277.4099,44385.5815,-44177.6326,13.5121,13.5732,1.0045,0.639,28.529,class2_2026_04_27_15_45_59.csv,train,background,
168.469,527,0.843454,-49.9,-40.4112,13.4196,-36.5602,-36.4026,-0.1576,18.188,-2969.1986,-2110.3799,858.8187,-0.0,44385.5815,-44432.605,13.4599,13.5718,1.0083,0.0,28.733,class2_2026_04_27_15_45_59.csv,train,background,
170.702,534,0.854634,-21.81,-34.1372,14.0996,-37.674,-38.1997,0.5257,28.733,1085.0582,375.3769,-709.6813,285.2649,45036.0533,-44573.6708,13.7079,13.1372,0.9584,1.276,28.733,class2_2026_04_27_15_45_59.csv,train,background,
171.34,536,0.857828,-49.9,-40.4796,13.3228,-35.8539,-39.7796,3.9257,28.438,4108.2403,1499.0104,-2609.2299,-44573.6708,44028.2179,-44573.6708,14.0526,12.733,0.9061,0.0,28.438,class2_2026_04_27_15_45_59.csv,train,background,
171.978,538,0.861022,-49.9,-40.7909,12.9052,-38.8604,-36.6384,-2.222,28.438,2534.5689,-203.8187,-2738.3876,0.0,285.2649,-0.0,13.8393,13.3227,0.9627,0.0,28.438,class2_2026_04_27_15_45_59.csv,train,background,
174.212,545,0.872207,-27.721,-35.5596,12.9149,-37.6347,-37.4938,-0.1409,27.975,-1973.1042,3651.4068,5624.511,2940.442,40907.5251,-43847.9671,13.7335,13.8837,1.0109,1.595,27.975,class2_2026_04_27_15_45_59.csv,train,background,
174.85,547,0.875401,-49.9,-35.4352,13.0262,-34.8484,-39.048,4.1996,27.975,2193.9193,1470.7224,-723.1969,-43847.9671,40907.5251,-43847.9671,13.5389,13.6172,1.0058,0.0,27.975,class2_2026_04_27_15_45_59.csv,train,background,
175.169,548,0.876998,-49.9,-35.5271,12.9375,-34.8484,-39.048,4.1996,27.975,-199.2587,-715.3034,-516.0446,0.0,2940.442,-67.3997,13.5389,13.6172,1.0058,0.0,27.975,class2_2026_04_27_15_45_59.csv,train,background,
176.126,551,0.88179,-49.9,-40.8289,12.8399,-36.5433,-39.1314,2.5882,28.537,3240.8475,-4597.7477,-7838.5952,-67.3997,41650.4734,-41583.0737,13.4227,13.5248,1.0076,0.0,28.537,class2_2026_04_27_15_45_59.csv,train,background,
176.445,552,0.883387,-23.37,-37.7173,13.6333,-38.1131,-39.1122,0.9992,28.537,1499.0104,-2146.8792,-3645.8896,0.0,41650.4734,-41583.0737,13.2394,13.5475,1.0233,0.638,28.537,class2_2026_04_27_15_45_59.csv,train,background,
177.722,556,0.88978,-21.896,-31.1486,13.2782,-38.1942,-36.2708,-1.9234,29.455,-2045.9803,-348.4127,1697.5676,-493.7273,44519.2846,-43910.6614,13.1442,13.6548,1.0389,1.277,29.455,class2_2026_04_27_15_45_59.csv,train,background,
179.317,561,0.897766,-49.9,-40.3787,13.4702,-33.2919,-39.5626,6.2707,18.3655,3651.4068,3946.8975,295.4907,-46167.7147,46167.7147,-46167.7147,13.3263,12.9666,0.973,0.0,29.455,class2_2026_04_27_15_45_59.csv,train,background,
179.955,563,0.90096,-49.9,-40.7288,13.0128,-36.2617,-37.9716,1.7099,29.455,1470.7224,2149.4107,678.6883,-0.0,46167.7147,-0.0,13.7111,13.3518,0.9738,0.0,29.455,class2_2026_04_27_15_45_59.csv,train,background,
182.508,571,0.913742,-23.074,-32.163,12.5584,-39.1122,-37.7256,-1.3867,27.716,-3104.2687,-1321.3133,1782.9554,1316.6144,42191.3189,-41772.7288,13.5475,13.6343,1.0064,1.914,27.716,class2_2026_04_27_15_45_59.csv,train,background,
183.784,575,0.92013,-49.9,-34.9971,13.3341,-36.2708,-40.7193,4.4485,27.716,5212.5752,-2068.3723,-7280.9475,-41525.0815,1316.6144,-41525.0815,13.6548,13.0044,0.9524,0.0,27.716,class2_2026_04_27_15_45_59.csv,train,background,
185.06,579,0.926518,-49.9,-37.8142,13.5334,-39.5626,-37.5899,-1.9727,28.638,2149.4107,-3489.2253,-5638.636,-0.0,41442.011,-43785.9652,12.9666,13.7838,1.063,0.0,28.638,class2_2026_04_27_15_45_59.csv,train,background,
186.017,582,0.93131,-21.995,-37.4733,13.9237,-37.9716,-39.1544,1.1828,29.508,-1855.3136,2782.0536,4637.3672,-4451.7783,44887.152,-46250.7868,13.3518,13.4905,1.0104,1.277,29.508,class2_2026_04_27_15_45_59.csv,train,background,
187.294,586,0.937703,-49.9,-40.6553,13.1035,-34.7421,-40.7171,5.975,29.508,-970.174,3127.4395,4097.6135,-46250.7868,5829.1536,-46250.7868,13.5816,12.9931,0.9567,0.0,29.508,class2_2026_04_27_15_45_59.csv,train,background,
188.251,589,0.942494,-49.9,-43.6244,11.7557,-36.2352,-37.5258,1.2906,29.508,-1048.7308,314.126,1362.8569,-0.0,0.0,-0.0,13.6882,13.8451,1.0115,0.0,29.508,class2_2026_04_27_15_45_59.csv,train,background,
190.484,596,0.953674,-23.271,-34.5529,13.7385,-40.6017,-39.1086,-1.4932,28.557,-2806.0942,-2444.8933,361.2009,-1526.6442,42275.8668,-44487.4639,13.1685,13.538,1.0281,1.277,28.557,class2_2026_04_27_15_45_59.csv,train,background,
191.761,600,0.960067,-49.9,-37.7041,13.6421,-37.6041,-40.7541,3.1499,28.383,3908.6016,533.3203,-3375.2813,-44487.4639,1526.0889,-44487.4639,13.7671,12.9471,0.9404,0.0,28.383,class2_2026_04_27_15_45_59.csv,train,background,
192.08,601,0.961665,-49.9,-40.6629,13.0665,-39.1544,-40.7541,1.5997,28.383,4673.8146,-1014.3142,-5688.1287,-0.0,1526.0889,-42583.0752,13.4905,12.9471,0.9597,0.0,28.383,class2_2026_04_27_15_45_59.csv,train,background,
193.675,606,0.96965,-21.38,-40.4988,13.3024,-40.7171,-37.5129,-3.2042,28.923,-1535.6607,2168.476,3704.1366,45333.8605,45333.8605,-45333.8605,12.9931,13.8723,1.0677,0.957,28.923,class2_2026_04_27_15_45_59.csv,train,background,
194.632,609,0.974441,-49.9,-40.595,13.1761,-37.5258,-37.7722,0.2464,28.923,-1132.5232,3971.2366,5103.7599,0.0,45333.8605,-257.6607,13.8451,13.775,0.9949,0.0,28.923,class2_2026_04_27_15_45_59.csv,train,background,
22.016,68,0.110225,-15.586,-14.9387,0.3873,-14.6001,-14.4366,-0.1635,-0.057,-100.6088,149.6432,250.252,-163.0094,93.427,-163.0094,0.2013,0.3096,1.5379,0.0,1.048,class2_2026_04_27_16_09_22.csv,train,background,
103.378,323,0.517571,-16.67,-16.3104,0.2182,-16.2157,-16.2623,0.0466,0.2105,-13.9023,25.7856,39.6879,-356.4067,376.174,-356.4067,0.1464,0.2534,1.7301,0.0,0.637,class2_2026_04_27_16_09_22.csv,train,background,
127.628,399,0.63898,-7.504,-10.4059,2.9167,-15.4274,-18.1893,2.7619,8.706,1134.715,-2685.5304,-3820.2454,547.0219,9652.56,-2739.8119,2.2415,11.7795,5.2552,2.871,9.109,class2_2026_04_27_16_09_22.csv,train,connector,127.63
131.138,410,0.656553,-16.363,-16.4504,2.2207,-12.3514,-30.3893,18.0379,4.336,-594.5702,-2630.4841,-2035.9139,-3738.821,-2302.5078,-3738.821,3.0775,13.9172,4.5223,0.0,6.537,class2_2026_04_27_16_09_22.csv,train,break,131.14
132.733,415,0.664539,-19.421,-29.2869,14.5855,-13.0215,-31.1931,18.1716,1.7135,-2685.5304,4991.3272,7676.8576,-47722.5752,-739.8135,-47772.7304,3.9241,13.3165,3.3935,0.0,32.009,class2_2026_04_27_16_09_22.csv,train,background,
134.328,420,0.672524,-49.9,-37.641,13.8126,-21.1325,-29.8628,8.7303,0.772,-7211.2301,51.1488,7262.3789,46294.674,47222.5752,-46294.674,13.2406,12.5156,0.9452,0.0,30.128,class2_2026_04_27_16_09_22.csv,train,background,
135.924,425,0.680515,-21.237,-28.1424,11.7747,-27.4071,-31.2489,3.8418,2.5325,-4530.889,-3317.084,1213.805,3863.4459,44980.9883,-44926.3354,14.2171,13.2274,0.9304,0.0,30.144,class2_2026_04_27_16_09_22.csv,train,background,
136.562,427,0.683709,-49.9,-28.1707,11.6829,-28.1304,-31.2237,3.0933,2.5325,-744.5165,-2494.8401,-1750.3236,-3548.5893,44980.9883,-6689.6536,13.6869,13.2485,0.968,0.0,30.144,class2_2026_04_27_16_09_22.csv,train,background,
