m,candidate_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,split,label,gt_m
141.986,444,0.710865,-25.027,-41.9063,11.3312,-40.7366,-38.2178,-2.5188,24.982,395.6188,3200.3322,2804.7134,-0.0,38985.8966,-38985.8966,13.0048,13.2213,1.0167,0.638,24.982,class1_2026_04_27_14_49_30.csv,train,background,
142.624,446,0.714059,-49.9,-41.5524,11.8921,-40.8162,-35.2786,-5.5376,28.167,-1037.123,-1506.2363,-469.1133,34620.6928,38985.8966,0.0,12.9036,13.2659,1.0281,0.0,28.167,class1_2026_04_27_14_49_30.csv,train,background,
143.262,448,0.717253,-49.9,-38.1458,13.3188,-39.5891,-36.5057,-3.0834,30.66,-2966.5959,-1713.8051,1252.7908,9528.2132,34620.6928,-3379.3103,13.031,13.5372,1.0388,0.0,30.66,class1_2026_04_27_14_49_30.csv,train,background,
144.219,451,0.722044,-19.24,-35.293,13.331,-38.0242,-38.1943,0.1701,30.66,-1364.6067,-1773.9705,-409.3637,-0.0,9528.2132,-44683.7527,13.3853,13.2003,0.9862,0.638,30.66,class1_2026_04_27_14_49_30.csv,train,background,
144.538,452,0.723642,-49.9,-34.532,13.9188,-37.9139,-36.6816,-1.2323,30.66,1854.0165,-3814.9671,-5668.9836,-3379.3103,9528.2132,-44683.7527,13.5307,13.3317,0.9853,0.0,30.66,class1_2026_04_27_14_49_30.csv,train,background,
145.815,456,0.730035,-20.963,-35.5261,13.0053,-38.3812,-36.3131,-2.0681,28.937,3059.5075,13.5628,-3045.9447,-0.0,34669.081,-40634.7994,13.0198,13.6728,1.0502,0.638,28.937,class1_2026_04_27_14_49_30.csv,train,background,
146.134,457,0.731632,-49.9,-35.5261,13.0053,-38.2192,-34.5932,-3.626,17.915,3576.902,383.3621,-3193.5399,-4721.0047,34669.081,-40634.7994,13.2159,13.8021,1.0444,0.0,28.937,class1_2026_04_27_14_49_30.csv,train,background,
146.772,459,0.734826,-25.945,-37.9166,13.4736,-38.1668,-35.6384,-2.5283,29.034,1460.4833,5238.4712,3777.9879,-40634.7994,37547.0251,-40634.7994,13.2703,14.3457,1.081,0.957,29.034,class1_2026_04_27_14_49_30.csv,train,background,
147.41,461,0.73802,-49.9,-38.4793,12.8448,-36.8359,-34.1151,-2.7209,6.968,847.0121,2959.8884,2112.8762,-0.0,37547.0251,-45507.8417,13.228,14.2056,1.0739,0.0,29.034,class1_2026_04_27_14_49_30.csv,train,background,
148.048,463,0.741215,-20.866,-41.3599,12.1577,-38.2178,-34.1483,-4.0695,18.012,-1881.9766,4743.3127,6625.2893,37416.931,45507.8417,-45507.8417,13.2213,14.1752,1.0721,0.957,29.034,class1_2026_04_27_14_49_30.csv,train,background,
148.686,465,0.744409,-49.9,-40.8626,12.8499,-35.2786,-32.2813,-2.9972,5.1205,247.1973,1438.2026,1191.0053,-37416.931,45507.8417,-37416.931,13.2659,14.0993,1.0628,0.0,29.034,class1_2026_04_27_14_49_30.csv,train,background,
149.005,466,0.746006,-49.9,-37.8371,13.5522,-36.5057,-30.7216,-5.7841,4.094,-2136.2299,1077.8009,3214.0308,0.0,45507.8417,-44562.6991,13.5372,13.6084,1.0053,0.0,29.034,class1_2026_04_27_14_49_30.csv,train,background,
150.601,471,0.753997,-49.9,-30.707,13.6309,-36.6816,-29.5289,-7.1527,6.019,-479.9455,-1425.583,-945.6376,194.3558,44632.4372,-43702.1975,13.3317,12.8415,0.9632,0.0,30.959,class1_2026_04_27_14_49_30.csv,train,background,
151.558,474,0.758788,-22.018,-27.3676,12.1416,-36.2545,-31.4708,-4.7837,7.1515,3044.4516,72.6472,-2971.8045,119.1223,48405.9592,-48691.2273,13.7361,13.2579,0.9652,1.276,31.065,class1_2026_04_27_14_49_30.csv,train,background,
151.877,475,0.760385,-18.941,-30.393,13.8646,-36.3131,-31.9422,-4.3709,7.449,5238.4712,1534.5938,-3703.8774,-43702.1975,48405.9592,-48691.2273,13.6728,12.9513,0.9472,1.595,31.065,class1_2026_04_27_14_49_30.csv,train,background,
152.515,477,0.763579,-18.835,-30.2727,13.9367,-36.0334,-32.1318,-3.9017,7.449,2959.8884,73.3333,-2886.555,42979.627,42979.627,-48691.2273,13.9706,12.7819,0.9149,0.957,31.065,class1_2026_04_27_14_49_30.csv,train,background,
153.153,479,0.766773,-49.9,-30.4158,13.8241,-34.1151,-31.0089,-3.1061,5.5145,4743.3127,-1692.7279,-6436.0406,-42979.627,42979.627,-42979.627,14.2056,12.0582,0.8488,0.0,31.065,class1_2026_04_27_14_49_30.csv,train,background,
154.111,482,0.77157,-20.508,-30.9439,13.4155,-34.1483,-32.7245,-1.4238,5.776,1077.8009,-120.5406,-1198.3415,-560.3829,46131.7004,-44020.3777,14.1752,12.4379,0.8774,1.596,29.392,class1_2026_04_27_14_49_30.csv,train,background,
155.068,485,0.776361,-49.9,-28.6649,11.6656,-30.7216,-34.2422,3.5206,2.3035,635.2743,-1815.6801,-2450.9544,1757.0549,46131.7004,-14518.8072,13.6084,12.7725,0.9386,0.0,29.392,class1_2026_04_27_14_49_30.csv,train,background,
155.387,486,0.777958,-20.704,-29.2289,11.424,-30.7216,-35.8642,5.1426,4.238,-472.5154,-2033.2304,-1560.7151,0.0,1757.0549,-14518.8072,13.6084,12.804,0.9409,0.638,29.392,class1_2026_04_27_14_49_30.csv,train,background,
156.663,490,0.784346,-26.54,-33.1481,12.1652,-29.5289,-38.3339,8.805,4.54,72.6472,-3295.5068,-3368.154,-305.6458,43885.5846,-36614.4216,12.8415,13.086,1.019,0.0,29.196,class1_2026_04_27_14_49_30.csv,train,background,
157.301,492,0.787541,-49.9,-30.2097,10.8722,-29.9218,-39.8786,9.9568,6.795,657.8359,-2452.1183,-3109.9542,-8352.6614,43885.5846,-12492.7276,12.6281,12.7138,1.0068,0.0,27.999,class1_2026_04_27_14_49_30.csv,train,background,
157.62,493,0.789138,-27.425,-30.242,10.8718,-31.4708,-41.1272,9.6564,18.178,73.3333,-2458.6758,-2532.0091,-0.0,5371.4702,-43858.354,13.2579,12.5317,0.9452,0.638,27.999,class1_2026_04_27_14_49_30.csv,train,background,
158.577,496,0.793929,-21.91,-36.0437,12.6369,-32.1318,-39.5117,7.3799,8.2025,-2490.4182,-2469.221,21.1972,-12492.7276,43871.4765,-43858.354,12.7819,13.1549,1.0292,0.958,27.99,class1_2026_04_27_14_49_30.csv,train,background,
159.216,498,0.797128,-49.9,-38.5409,12.9048,-31.0089,-37.6641,6.6552,5.0725,-120.5406,1283.9779,1404.5186,11451.4091,43871.4765,-42238.2476,12.0582,13.6989,1.1361,0.0,27.99,class1_2026_04_27_14_49_30.csv,train,background,
160.173,501,0.80192,-49.9,-41.5188,12.072,-32.7245,-36.3648,3.6403,6.293,-1815.6801,5107.7497,6923.4298,-0.0,11451.4091,-45205.3323,12.4379,13.599,1.0933,0.0,28.841,class1_2026_04_27_14_49_30.csv,train,background,
160.811,503,0.805114,-21.059,-40.7193,12.9943,-35.8445,-36.5194,0.6749,9.0535,-4537.7802,6996.3982,11534.1784,-0.0,45205.3323,-45205.3323,12.8271,13.4389,1.0477,0.638,28.841,class1_2026_04_27_14_49_30.csv,train,background,
161.449,505,0.808308,-49.9,-43.7136,11.5834,-35.8642,-36.5194,0.6552,9.0535,-3095.9293,2189.0379,5284.9672,-0.0,45205.3323,-42064.2665,12.804,13.4389,1.0496,0.0,28.841,class1_2026_04_27_14_49_30.csv,train,background,
162.087,507,0.811502,-23.063,-43.7136,11.5834,-36.9716,-36.3473,-0.6243,19.02,-2835.7663,1534.0904,4369.8567,-0.0,42064.2665,-42064.2665,13.1045,13.6286,1.04,0.638,28.841,class1_2026_04_27_14_49_30.csv,train,background,
162.725,509,0.814696,-49.9,-40.7183,12.9887,-38.3339,-34.9459,-3.388,18.356,-2458.6758,-912.1279,1546.5479,-0.0,42064.2665,-0.0,13.086,13.4588,1.0285,0.0,28.177,class1_2026_04_27_14_49_30.csv,train,background,
164.002,513,0.82109,-21.723,-31.5294,13.0187,-39.5927,-35.1236,-4.4692,28.923,309.9357,-2721.038,-3030.9737,2040.7524,44164.5799,-5442.0063,13.0442,13.298,1.0195,2.552,28.923,class1_2026_04_27_14_49_30.csv,train,background,
165.597,518,0.829075,-27.279,-32.3206,12.5395,-37.6215,-36.1784,-1.4431,28.923,5115.6123,4131.611,-984.0013,-43440.4436,418.4969,-43440.4436,13.7457,13.7848,1.0028,2.552,28.923,class1_2026_04_27_14_49_30.csv,train,background,
165.916,519,0.830672,-49.9,-35.5342,12.921,-36.3648,-34.5467,-1.8181,3.792,6996.3982,2024.8118,-4971.5863,-35456.1176,418.4969,-40841.6959,13.599,13.8023,1.015,0.0,27.715,class1_2026_04_27_14_49_30.csv,train,background,
168.15,526,0.841857,-49.9,-40.774,12.9548,-36.3473,-33.0987,-3.2486,4.6475,-3644.0107,-568.9395,3075.0712,39599.4965,46920.0658,-42278.9984,13.6286,13.4675,0.9882,0.0,29.935,class1_2026_04_27_14_49_30.csv,train,background,
168.469,527,0.843454,-24.675,-37.9266,13.4432,-36.3473,-34.5001,-1.8472,5.9495,-6374.7512,725.7555,7100.5066,42278.9984,46920.0658,-42278.9984,13.6286,13.8257,1.0145,0.0,29.935,class1_2026_04_27_14_49_30.csv,train,background,
169.426,530,0.848245,-49.9,-35.2033,13.19,-33.4474,-33.2408,-0.2066,3.6935,-2821.4059,-5562.5053,-2741.0994,40167.7132,42278.9984,-45601.884,13.2098,13.4635,1.0192,0.0,29.094,class1_2026_04_27_14_49_30.csv,train,background,
170.064,532,0.85144,-20.806,-31.4809,13.1009,-35.1236,-33.0928,-2.0307,4.4025,-502.7073,-4626.2087,-4123.5014,-434.1661,45601.884,-45601.884,13.298,13.5815,1.0213,0.638,29.69,class1_2026_04_27_14_49_30.csv,train,background,
171.34,536,0.857828,-20.863,-27.9487,11.8206,-36.5348,-34.9686,-1.5662,8.3205,2243.7644,-728.3895,-2972.1539,-500.0,45512.5408,-46036.0549,13.4633,13.5218,1.0043,1.595,29.69,class1_2026_04_27_14_49_30.csv,train,background,
172.617,540,0.864221,-23.859,-34.293,13.9937,-34.3843,-38.1258,3.7415,19.312,3265.2867,1512.8894,-1752.3973,-255.1039,-90.9075,-42374.6113,13.9437,13.3079,0.9544,0.639,29.371,class1_2026_04_27_14_49_30.csv,train,background,
172.936,541,0.865819,-49.9,-37.5193,13.8722,-32.9376,-36.7214,3.7838,4.499,2514.307,-551.3405,-3065.6475,1557.9922,1557.9922,-42374.6113,13.6056,13.3251,0.9794,0.0,29.371,class1_2026_04_27_14_49_30.csv,train,background,
173.893,544,0.87061,-49.9,-38.487,12.966,-33.0987,-35.1959,2.0972,4.2705,38.1498,-192.9505,-231.1003,0.0,1557.9922,0.0,13.4675,13.3007,0.9876,0.0,29.523,class1_2026_04_27_14_49_30.csv,train,background,
175.488,549,0.878595,-19.927,-35.2839,13.3527,-33.2408,-34.9638,1.7229,4.658,-2457.0055,439.9806,2896.986,-3308.7774,46979.627,-46979.627,13.4635,13.3904,0.9946,0.957,29.973,class1_2026_04_27_14_49_30.csv,train,background,
176.445,552,0.883387,-25.381,-34.6532,13.7265,-34.5012,-36.6248,2.1237,8.898,-728.3895,2700.1636,3428.5532,0.0,46979.627,-40240.0544,13.9324,13.3411,0.9576,0.0,29.973,class1_2026_04_27_14_49_30.csv,train,background,
176.764,553,0.884984,-49.9,-34.8712,13.5119,-33.139,-36.6248,3.4858,6.6975,1377.8727,1998.2437,620.3709,1998.4326,1998.4326,-40240.0544,13.5537,13.3411,0.9843,0.0,29.973,class1_2026_04_27_14_49_30.csv,train,background,
178.998,560,0.896168,-22.816,-34.962,13.3751,-36.7214,-39.2375,2.5161,27.561,-192.9505,-4317.0974,-4124.1469,3336.9937,43199.0611,-42960.8197,13.3251,13.446,1.0091,1.276,27.561,class1_2026_04_27_14_49_30.csv,train,background,
179.636,562,0.899363,-49.9,-34.8388,13.4954,-35.1959,-39.2612,4.0652,28.67,869.8053,-2253.3225,-3123.1278,-42960.8197,42451.4138,-42960.8197,13.3007,13.4168,1.0087,0.0,28.67,class1_2026_04_27_14_49_30.csv,train,background,
179.955,563,0.90096,-49.9,-31.726,12.8793,-35.1959,-39.2612,4.0652,28.67,-1867.0154,-1451.917,415.0984,42489.0313,42489.0313,-10404.3887,13.3007,13.4168,1.0087,0.0,28.67,class1_2026_04_27_14_49_30.csv,train,background,
181.231,567,0.907348,-21.885,-38.1417,13.2612,-34.855,-39.4165,4.5615,28.67,698.1411,3204.4126,2506.2715,-10404.3887,43910.6614,-43763.5485,13.5036,13.2182,0.9789,1.277,28.67,class1_2026_04_27_14_49_30.csv,train,background,
181.87,569,0.910547,-49.9,-41.1537,12.4888,-35.2627,-40.6405,5.3778,28.67,1998.2437,4227.5901,2229.3464,-34371.1299,43910.6614,-34371.1299,13.1667,13.1118,0.9958,0.0,28.67,class1_2026_04_27_14_49_30.csv,train,background,
182.827,572,0.915339,-49.9,-47.452,6.924,-36.6248,-37.5316,0.9067,22.032,-3139.2478,1096.605,4235.8528,0.0,0.0,-0.0,13.3411,13.8522,1.0383,0.0,22.032,class1_2026_04_27_14_49_30.csv,train,background,
184.741,578,0.924921,-20.382,-37.4331,13.9658,-39.3727,-34.8194,-4.5533,29.518,-2253.3225,-565.1004,1688.2221,-3432.6034,46266.4608,-46266.4608,13.2667,13.5088,1.0182,1.276,29.518,class1_2026_04_27_14_49_30.csv,train,background,
185.379,580,0.928115,-49.9,-34.4411,13.8585,-39.2612,-36.3185,-2.9427,29.518,1247.9484,1809.645,561.6966,-42293.1066,46266.4608,-42293.1066,13.4168,13.6017,1.0138,0.0,29.518,class1_2026_04_27_14_49_30.csv,train,background,
185.698,581,0.929713,-49.9,-31.381,13.1286,-39.2612,-36.3185,-2.9427,29.518,-592.0553,1532.5177,2124.573,41579.9404,46266.4608,-41648.9293,13.4168,13.6017,1.0138,0.0,29.518,class1_2026_04_27_14_49_30.csv,train,background,
186.656,584,0.934509,-49.9,-40.9003,12.7297,-37.7974,-36.0146,-1.7828,27.541,5785.8974,-995.1295,-6781.0269,960.8166,42269.0327,-43167.7163,13.6117,13.9225,1.0228,0.0,27.541,class1_2026_04_27_14_49_30.csv,train,background,
186.975,585,0.936106,-22.359,-37.6371,13.7295,-39.3902,-35.9012,-3.489,29.369,4227.5901,1564.7738,-2662.8163,-0.0,42269.0327,-43167.7163,13.2526,14.0411,1.0595,0.638,29.369,class1_2026_04_27_14_49_30.csv,train,background,
187.613,587,0.9393,-49.9,-37.63,13.7369,-40.6405,-34.5566,-6.0839,29.369,2962.1483,-346.6675,-3308.8157,-0.0,960.8166,-46032.9185,13.1118,13.7928,1.0519,0.0,29.369,class1_2026_04_27_14_49_30.csv,train,background,
188.251,589,0.942494,-20.531,-37.6896,13.6742,-40.6405,-34.7168,-5.9237,29.369,-768.705,1187.4582,1956.1631,41680.2524,46032.9185,-46032.9185,13.1118,13.6449,1.0407,0.957,29.369,class1_2026_04_27_14_49_30.csv,train,background,
189.208,592,0.947286,-23.508,-31.7367,12.8832,-37.5316,-36.1964,-1.3351,29.369,-2935.4462,314.7468,3250.193,0.0,46032.9185,-44014.1097,13.8522,13.7666,0.9938,0.638,29.369,class1_2026_04_27_14_49_30.csv,train,background,
190.165,595,0.952077,-21.819,-37.9546,13.371,-34.6448,-39.1771,4.5323,28.081,1724.1739,72.1193,-1652.0546,2971.7868,44014.1097,-44014.1097,13.6806,13.4979,0.9866,1.276,28.081,class1_2026_04_27_14_49_30.csv,train,background,
190.803,597,0.955271,-49.9,-37.7224,13.6353,-34.8194,-39.1459,4.3264,28.481,1532.5177,-1482.2755,-3014.7932,-43117.531,44014.1097,-43117.531,13.5088,13.5372,1.0021,0.0,28.481,class1_2026_04_27_14_49_30.csv,train,background,
191.123,598,0.956873,-49.9,-34.3397,13.967,-36.3185,-37.5301,1.2116,30.445,1172.134,-3335.339,-4507.4729,0.0,44014.1097,0.0,13.6017,13.8884,1.0211,0.0,30.445,class1_2026_04_27_14_49_30.csv,train,background,
192.718,603,0.964859,-20.317,-34.4338,13.9347,-36.0146,-40.754,4.7394,30.445,-346.6675,1238.6181,1585.2855,-9785.2665,46368.3433,-46368.3433,13.9225,12.9877,0.9329,1.276,30.445,class1_2026_04_27_14_49_30.csv,train,background,
193.037,604,0.966456,-25.698,-34.4338,13.9347,-35.9012,-42.0986,6.1974,30.445,-517.9079,1563.0235,2080.9314,-46368.3433,46368.3433,-46368.3433,14.0411,12.6066,0.8978,1.276,30.445,class1_2026_04_27_14_49_30.csv,train,background,
193.356,605,0.968053,-49.9,-37.5983,13.8535,-34.5566,-40.5437,5.9871,30.445,1187.4582,-8.4874,-1195.9455,-37934.1724,46368.3433,-41512.5408,13.7928,13.2576,0.9612,0.0,30.445,class1_2026_04_27_14_49_30.csv,train,background,
193.994,607,0.971247,-23.415,-38.0532,13.3067,-34.5566,-40.4872,5.9306,29.583,-1658.4116,-780.2735,878.1381,0.0,41512.5408,-41512.5408,13.7928,13.3324,0.9666,0.638,29.583,class1_2026_04_27_14_49_30.csv,train,background,
21.697,67,0.108628,-15.412,-14.7749,0.2996,-14.4663,-14.4259,-0.0404,0.0285,-52.8433,142.7153,195.5586,-54.8589,53.6198,-54.8589,0.16,0.2451,1.5319,0.0,1.022,class1_2026_04_27_14_47_19.csv,train,background,
27.44,85,0.137381,-14.267,-14.2802,0.0822,-14.4895,-14.3785,-0.111,0.2505,94.0024,-22.6801,-116.6825,-184.953,172.4138,-203.7618,0.3296,0.0962,0.2918,0.0,0.252,class1_2026_04_27_14_47_19.csv,train,background,
49.137,153,0.246009,-14.714,-14.592,0.0883,-14.5454,-14.5141,-0.0314,0.0865,-17.7057,18.017,35.7226,-291.5361,164.6482,-291.5361,0.0899,0.0989,1.0999,0.0,0.279,class1_2026_04_27_14_47_19.csv,train,background,
55.199,172,0.276358,-14.843,-14.5889,0.1343,-14.5141,-14.5852,0.0712,0.1315,-24.343,8.1378,32.4809,-398.1191,155.1724,-398.1191,0.0989,0.1175,1.1874,0.0,0.442,class1_2026_04_27_14_47_19.csv,train,background,
58.071,181,0.290737,-14.757,-14.6279,0.1063,-14.5795,-14.5664,-0.0131,0.041,-22.3747,-13.4159,8.9588,413.7931,413.7931,-42.3197,0.1311,0.0736,0.5611,0.0,0.346,class1_2026_04_27_14_47_19.csv,train,background,
68.6,214,0.343452,-14.79,-14.6993,0.1102,-14.6523,-14.641,-0.0113,0.099,-38.8383,1.7839,40.6222,297.8056,299.373,-288.4013,0.1076,0.1197,1.1122,0.0,0.325,class1_2026_04_27_14_47_19.csv,train,background,
80.086,250,0.400957,-14.844,-14.7916,0.0977,-14.7266,-14.6997,-0.0268,0.089,-13.2733,62.2148,75.4881,-195.9248,36.0502,-195.9248,0.108,0.1264,1.1704,0.0,0.347,class1_2026_04_27_14_47_19.csv,train,background,
99.231,310,0.496808,-14.877,-14.8647,0.1025,-14.7489,-14.7581,0.0092,0.032,-55.8108,18.9971,74.8079,-40.7524,-15.674,-199.0596,0.156,0.1114,0.7139,0.0,0.297,class1_2026_04_27_14_47_19.csv,train,background,
106.25,332,0.53195,-15.099,-14.838,0.1181,-14.7505,-14.8037,0.0532,0.1055,-34.8588,7.4149,42.2738,-65.8307,233.5423,-304.0752,0.1001,0.0859,0.8575,0.0,0.429,class1_2026_04_27_14_47_19.csv,train,background,
113.589,355,0.568693,-15.022,-14.8818,0.1191,-14.8139,-14.7732,-0.0408,0.05,-47.9904,22.9299,70.9203,108.1505,108.1505,1.5674,0.095,0.1076,1.1333,0.0,0.303,class1_2026_04_27_14_47_19.csv,train,background,
127.628,399,0.63898,-5.897,-8.796,2.8882,-13.8958,-13.3672,-0.5286,8.85,1146.6167,-2692.6199,-3839.2366,623.8245,9692.79,-2749.2163,2.2386,4.2249,1.8873,2.871,8.894,class1_2026_04_27_14_47_19.csv,train,connector,127.63
129.223,404,0.646966,-9.727,-9.6649,2.1844,-11.7987,-20.2677,8.4689,8.513,2290.5909,-4592.0154,-6882.6063,-3233.5423,-1978.0564,-3233.5423,3.6319,11.0003,3.0288,2.871,6.806,class1_2026_04_27_14_47_19.csv,train,background,
131.457,411,0.65815,-15.473,-15.6146,2.2467,-10.7947,-28.5398,17.7451,3.769,-1385.4832,-3964.6285,-2579.1453,-3258.6207,-2456.8291,-3258.6207,3.1306,13.4498,4.2963,0.0,6.743,class1_2026_04_27_14_47_19.csv,train,break,132.41
133.69,418,0.66933,-20.095,-26.6116,12.5179,-13.3672,-34.9252,21.5581,1.032,-2497.891,544.152,3042.043,-48106.5862,-670.8448,-48106.5862,4.2249,13.7055,3.244,0.0,31.39,class1_2026_04_27_14_47_19.csv,train,background,
134.328,420,0.672524,-49.9,-27.0018,12.291,-16.5091,-33.3489,16.8398,0.9895,-4592.0154,-4839.6388,-247.6234,42109.721,42109.721,-10716.649,8.928,13.5231,1.5147,0.0,30.89,class1_2026_04_27_14_47_19.csv,train,background,
135.285,423,0.677316,-20.926,-34.7006,13.7565,-20.2677,-36.4782,16.2105,1.381,-4910.5231,-561.6176,4348.9055,1866.7712,45192.7947,-47055.5665,11.0003,13.7252,1.2477,0.0,30.024,class1_2026_04_27_14_47_19.csv,train,background,
135.924,425,0.680515,-27.802,-31.5861,13.1211,-21.3082,-36.2217,14.9135,1.495,-3033.5983,1889.4597,4923.058,-47055.5665,45192.7947,-47055.5665,10.5108,13.9159,1.324,0.0,30.024,class1_2026_04_27_14_47_19.csv,train,background,
136.243,426,0.682112,-49.9,-31.2383,13.3821,-22.184,-34.6104,12.4264,1.495,-2671.8987,-231.6009,2440.2978,-34636.3668,3304.0737,-34636.3668,10.3574,13.9179,1.3438,0.0,30.024,class1_2026_04_27_14_47_19.csv,train,background,
137.519,430,0.6885,-19.904,-38.376,13.3204,-28.5398,-34.6576,6.1178,1.914,-4244.9713,1911.7088,6156.6801,-0.0,43934.1708,-44597.1803,13.4498,13.8705,1.0313,0.638,29.996,class1_2026_04_27_14_47_19.csv,train,background,
137.838,431,0.690097,-49.9,-38.376,13.3204,-28.7132,-33.2346,4.5213,1.914,-2324.3639,1780.7626,4105.1265,-2418.4984,43934.1708,-44597.1803,13.3165,13.5438,1.0171,0.0,29.996,class1_2026_04_27_14_47_19.csv,train,background,
138.476,433,0.693292,-32.663,-38.2643,13.4618,-30.6899,-34.4559,3.766,2.652,-642.3622,2540.0243,3182.3865,-44597.1803,27017.2476,-44597.1803,13.7192,13.8704,1.011,0.0,29.996,class1_2026_04_27_14_47_19.csv,train,background,
138.795,434,0.694889,-49.9,-35.1117,13.6882,-31.4612,-34.4559,2.9947,3.7555,544.152,1987.4625,1443.3106,-27017.2476,27017.2476,-27017.2476,13.4148,13.8704,1.034,0.0,29.996,class1_2026_04_27_14_47_19.csv,train,background,
139.752,437,0.69968,-49.9,-38.4564,13.2083,-34.9252,-31.1381,-3.7871,2.7945,-2851.4277,-2034.8458,816.5819,-1036.0486,45509.4075,-1036.0486,13.7055,13.3413,0.9734,0.0,29.035,class1_2026_04_27_14_47_19.csv,train,background,
140.71,440,0.704476,-21.554,-30.8449,13.4768,-34.8414,-29.5962,-5.2453,1.8715,-259.8706,1273.9243,1533.795,-0.0,277.9585,-44097.1803,13.7824,12.6806,0.9201,0.638,29.035,class1_2026_04_27_14_47_19.csv,train,background,
141.667,443,0.709268,-21.766,-30.8707,13.4624,-36.557,-29.8837,-6.6733,4.1715,-110.8363,2924.367,3035.2032,622.2555,44097.1803,-46010.9749,13.6334,12.5272,0.9189,1.276,29.355,class1_2026_04_27_14_47_19.csv,train,background,
141.986,444,0.710865,-20.898,-30.8707,13.4624,-36.2217,-31.4949,-4.7267,4.1715,2162.2436,2065.5729,-96.6707,-44097.1803,44097.1803,-46010.9749,13.9159,13.119,0.9427,1.276,29.355,class1_2026_04_27_14_47_19.csv,train,background,
143.262,448,0.717253,-49.9,-34.8446,13.5604,-32.9912,-32.1104,-0.8808,3.9045,3748.644,197.1184,-3551.5257,-3459.2492,43608.1552,-3459.2492,13.7404,12.7708,0.9294,0.0,29.355,class1_2026_04_27_14_47_19.csv,train,background,
143.9,450,0.720447,-49.9,-31.4894,13.15,-33.2346,-33.5334,0.2989,5.211,1987.4625,-2294.2542,-4281.7167,-2993.7304,43608.1552,-2993.7304,13.5438,13.2381,0.9774,0.0,30.23,class1_2026_04_27_14_47_19.csv,train,background,
144.219,451,0.722044,-26.195,-31.4669,13.1689,-34.8153,-33.2427,-1.5726,5.211,-858.7396,-3469.2157,-2610.4761,-0.0,0.0,-1042.5755,13.7349,13.4518,0.9794,0.0,30.23,class1_2026_04_27_14_47_19.csv,train,background,
145.177,454,0.726841,-20.932,-28.0182,11.8446,-32.7765,-33.4866,0.7101,5.211,88.4462,-4659.2782,-4747.7244,-1042.5755,45487.8116,-41543.8903,13.7282,13.261,0.966,1.596,30.23,class1_2026_04_27_14_47_19.csv,train,background,
146.772,459,0.734826,-49.9,-28.6909,11.4478,-29.5962,-31.7561,2.1599,2.9,2924.367,1843.0705,-1081.2964,-4258.6223,1702.1944,-42023.5125,12.6806,13.0344,1.0279,0.0,29.558,class1_2026_04_27_14_47_19.csv,train,background,
148.048,463,0.741215,-24.614,-39.0487,12.2215,-31.4949,-31.5298,0.0348,0.398,1284.0348,6561.6796,5277.6448,-0.0,38796.2398,-32622.2602,13.119,13.172,1.004,0.0,26.811,class1_2026_04_27_14_47_19.csv,train,background,
148.367,464,0.742812,-49.9,-39.0487,12.2215,-30.0902,-31.5298,1.4396,0.398,197.1184,5534.9115,5337.7932,-7010.9718,38796.2398,-32622.2602,12.4075,13.172,1.0616,0.0,26.811,class1_2026_04_27_14_47_19.csv,train,background,
149.324,467,0.747603,-49.9,-38.2228,13.2759,-32.1104,-29.4665,-2.6439,3.645,-3469.2157,-588.6422,2880.5736,0.0,0.0,-45357.3699,12.7708,12.7589,0.9991,0.0,30.058,class1_2026_04_27_14_47_19.csv,train,background,
149.963,469,0.750802,-20.962,-34.8743,13.7253,-33.5334,-27.7875,-5.7459,4.132,-6828.0311,-2915.9294,3912.1017,47112.8574,47112.8574,-45357.3699,13.2381,11.9196,0.9004,0.957,30.671,class1_2026_04_27_14_47_19.csv,train,background,
150.601,471,0.753997,-49.9,-30.8029,13.6209,-31.5728,-29.4574,-2.1154,3.979,-2350.2308,-2618.89,-268.6592,-8318.1834,47112.8574,-8318.1834,13.1425,12.765,0.9713,0.0,30.671,class1_2026_04_27_14_47_19.csv,train,background,
