m,sample_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,source,event_no_in_file,gt_m,label
131.457,411,0.65815,-17.26,-20.3906,10.5774,-12.4203,-32.0767,19.6563,3.774,-1385.5396,-3958.0221,-2572.4825,-3634.7978,-2507.837,-49003.1379,3.1801,14.2622,4.4848,0.0,36.137,class2_2026_04_27_15_23_37.csv,manual_annotation,2,131.46,break
154.749,484,0.774764,-49.9,-37.814,13.5725,-36.3264,-34.5197,-1.8068,6.628,-832.4773,3695.7024,4528.1796,0.0,0.0,-41159.8793,13.6741,13.7985,1.0091,0.0,30.338,class2_2026_04_27_15_23_37.csv,hard_negative,0,,background
146.453,458,0.733229,-49.9,-40.7477,13.0702,-38.0757,-39.0378,0.9621,29.937,-565.5467,3122.5989,3688.1456,0.0,46923.2022,-46106.5878,13.4124,13.6491,1.0176,0.0,29.937,class2_2026_04_27_15_23_37.csv,hard_negative,1,,background
154.111,482,0.77157,-24.651,-41.2096,12.4283,-36.3521,-36.1472,-0.2049,19.0245,1709.4897,6473.2505,4763.7608,-247.3452,12086.2085,-39575.2398,13.6526,13.789,1.01,0.639,30.338,class2_2026_04_27_15_23_37.csv,hard_negative,2,,background
175.169,548,0.876998,-49.9,-37.0461,14.3771,-34.7001,-36.0548,1.3547,5.3295,707.1198,87.5953,-619.5245,-45327.5878,45327.5878,-46663.0125,13.6479,13.8869,1.0175,0.0,29.771,class2_2026_04_27_15_23_37.csv,hard_negative,3,,background
190.165,595,0.952077,-49.9,-35.9554,12.5838,-32.2397,-33.428,1.1883,2.596,1948.1678,2421.9234,473.7556,-0.0,10916.9279,-0.0,12.6774,13.1579,1.0379,0.0,28.074,class2_2026_04_27_15_23_37.csv,stable_background,4,,background
33.183,103,0.166133,-14.401,-14.5134,0.0475,-14.4484,-14.6021,0.1537,0.115,-38.5067,-24.1328,14.3739,1.5674,158.3072,-258.6207,0.0922,0.0938,1.0164,0.638,0.169,class2_2026_04_27_15_23_37.csv,stable_background,5,,background
69.876,218,0.34984,-15.955,-15.7579,0.7455,-14.7312,-16.8906,2.1594,1.175,-118.6168,-116.3135,2.3033,-896.5533,-15.674,-951.4107,0.2409,0.3578,1.4853,0.0,2.068,class2_2026_04_27_15_39_15.csv,manual_annotation,0,69.88,bend
127.628,399,0.63898,-8.27,-11.2473,3.0862,-16.4905,-15.9319,-0.5586,8.858,1172.1827,-2860.5166,-4032.6992,579.9373,10645.8618,-2865.2038,2.3581,4.4524,1.8881,2.871,9.739,class2_2026_04_27_15_39_15.csv,manual_annotation,1,127.63,connector
131.776,412,0.659748,-20.336,-19.1931,2.4962,-13.2879,-35.9743,22.6864,3.0615,-2103.2323,-5237.8059,-3134.5736,-1170.8464,-1170.8464,-5109.7179,3.3006,14.0009,4.2419,0.0,6.828,class2_2026_04_27_15_39_15.csv,manual_annotation,2,131.78,break
189.846,594,0.95048,-49.9,-28.435,11.5343,-31.4982,-30.1967,-1.3015,2.9795,2397.8288,431.0793,-1966.7495,-39822.8871,5177.1176,-43036.4694,13.0641,12.4522,0.9532,0.0,30.163,class2_2026_04_27_15_39_15.csv,hard_negative,0,,background
165.916,519,0.830672,-20.196,-32.247,12.6609,-38.0648,-35.0495,-3.0153,20.784,-600.402,729.5143,1329.9162,-7304.0752,46557.9984,-46557.9984,13.4432,13.3816,0.9954,1.276,29.704,class2_2026_04_27_15_39_15.csv,hard_negative,1,,background
159.535,499,0.798725,-49.9,-40.4711,13.3455,-36.3918,-39.6118,3.22,29.14,-1676.5987,142.7394,1819.3381,-42280.569,45459.9992,-42280.569,13.5807,13.1099,0.9653,0.0,29.14,class2_2026_04_27_15_39_15.csv,hard_negative,2,,background
147.091,460,0.736423,-21.585,-34.5328,13.773,-37.2662,-31.8433,-5.4229,3.337,-2785.4792,1859.0517,4644.5309,-1413.79,45517.2429,-44380.8824,14.1571,12.7953,0.9038,1.276,29.04,class2_2026_04_27_15_39_15.csv,hard_negative,3,,background
100.826,315,0.504794,-17.024,-17.2016,0.2682,-17.2963,-17.2398,-0.0564,0.196,-15.8139,36.0857,51.8995,-368.3354,670.8464,-1468.652,0.3968,0.3911,0.9858,0.957,0.895,class2_2026_04_27_15_39_15.csv,stable_background,4,,background
82.001,256,0.410545,-17.149,-17.1468,0.2949,-17.0576,-17.1438,0.0862,0.4285,72.2146,-35.1311,-107.3456,669.279,669.279,-1079.9357,0.2687,0.2763,1.028,0.0,1.124,class2_2026_04_27_15_39_15.csv,stable_background,5,,background
79.448,248,0.397763,-15.845,-15.7484,0.8987,-14.6957,-17.0077,2.3121,1.11,-53.157,-34.9282,18.2288,-1561.1301,-43.8871,-1699.0611,0.1605,0.4566,2.8446,0.0,2.299,class2_2026_04_27_15_35_08.csv,manual_annotation,0,79.45,bend
127.947,400,0.640577,-8.806,-10.7388,2.0039,-16.0688,-18.8836,2.8148,8.845,1736.6313,-5670.8367,-7407.4681,-1995.2978,9561.1285,-3139.4984,2.9755,9.0483,3.0409,2.871,6.874,class2_2026_04_27_15_35_08.csv,manual_annotation,1,127.95,connector
131.457,411,0.65815,-17.848,-22.6399,10.5443,-13.2771,-26.8134,13.5363,3.8595,-1395.7692,-184.2458,1211.5234,-3630.094,-1863.0271,-41087.7759,3.0943,10.5523,3.4102,0.0,35.223,class2_2026_04_27_15_35_08.csv,manual_annotation,2,131.46,break
171.978,538,0.861022,-49.9,-35.349,13.1597,-36.8616,-31.7196,-5.1419,5.694,4803.1392,2256.9167,-2546.2224,-40689.6567,34217.8715,-42929.4702,13.1509,12.9634,0.9857,0.0,29.871,class2_2026_04_27_15_35_08.csv,hard_negative,0,,background
190.803,597,0.955271,-49.9,-40.6684,13.0787,-32.7749,-40.6037,7.8287,29.312,-1861.8994,-713.5058,1148.3935,-5454.0503,45943.5784,-40752.3542,13.7111,13.162,0.96,0.0,29.312,class2_2026_04_27_15_35_08.csv,hard_negative,1,,background
179.955,563,0.90096,-49.9,-38.1883,13.1918,-31.4451,-36.2672,4.8221,5.2045,-1655.6627,-651.2196,1004.4431,-0.0,4445.1426,-38032.9185,13.1311,13.7284,1.0455,0.0,29.954,class2_2026_04_27_15_35_08.csv,hard_negative,2,,background
178.679,559,0.894571,-22.782,-37.5621,13.8578,-30.2429,-37.6441,7.4011,5.466,-3135.8723,-55.7967,3080.0756,-38894.989,45695.9279,-46949.848,12.326,13.7837,1.1183,0.0,29.954,class2_2026_04_27_15_35_08.csv,hard_negative,3,,background
143.9,450,0.720447,-49.9,-40.5979,13.194,-36.031,-38.9301,2.8991,30.063,-1414.3318,-442.1371,972.1947,47120.6928,47120.6928,-47120.6928,13.9244,13.7807,0.9897,0.0,30.063,class2_2026_04_27_15_35_08.csv,stable_background,4,,background
9.572,29,0.047923,-13.886,-14.0157,0.1586,-11.1099,-14.3876,3.2776,0.3185,-1286.1491,-82.227,1203.9221,-269.5925,45.4545,-460.815,2.6613,0.1466,0.0551,0.638,0.438,class2_2026_04_27_15_35_08.csv,stable_background,5,,background
35.417,110,0.177318,-7.589,-10.1386,2.7283,-14.023,-12.1121,-1.9109,7.0935,523.6942,-1678.8644,-2202.5585,3123.8245,8205.0358,-2418.4953,1.2728,2.4359,1.9138,2.552,7.392,class3_2026_05_14_14_36_02.csv,manual_annotation,0,35.42,connector
127.628,399,0.63898,-1.025,-4.595,4.2427,-13.3329,-8.5226,-4.8103,12.417,2072.1005,-2654.7981,-4726.8986,826.0188,16513.6744,-2733.5423,3.9076,4.305,1.1017,3.828,13.725,class3_2026_05_14_14_36_02.csv,manual_annotation,1,127.63,connector
134.647,421,0.674121,-17.739,-18.1132,2.0338,-10.9403,-30.9357,19.9954,2.174,-2467.2225,-5222.069,-2754.8465,-5515.6755,-937.3025,-5515.6755,4.1555,13.5362,3.2574,0.0,6.66,class3_2026_05_14_14_36_02.csv,manual_annotation,2,134.65,break
160.492,502,0.803517,-49.9,-32.0032,12.8817,-33.1851,-37.0436,3.8585,7.9975,820.5481,823.0123,2.4643,0.0,3249.2163,-37376.1771,13.4484,12.9768,0.9649,0.0,30.447,class3_2026_05_14_14_36_02.csv,hard_negative,0,,background
153.472,480,0.76837,-20.481,-27.8751,11.8447,-35.8814,-32.9671,-2.9143,4.9435,5496.1075,-4255.5469,-9751.6545,575.2367,46214.7351,-46827.547,14.114,13.5729,0.9617,1.596,29.852,class3_2026_05_14_14_36_02.csv,hard_negative,1,,background
150.601,471,0.753997,-25.49,-31.4363,13.2351,-37.9045,-27.9624,-9.9421,4.9905,-3060.5595,1430.5583,4491.1178,-42733.5455,47067.2777,-42733.5455,13.4727,11.8441,0.8791,0.0,30.887,class3_2026_05_14_14_36_02.csv,hard_negative,2,,background
175.488,549,0.878595,-22.763,-33.3289,11.8822,-35.3879,-40.0701,4.6822,27.851,2015.5316,139.5029,-1876.0287,-33385.5831,33385.5831,-42534.4859,13.1101,12.4264,0.9479,1.276,27.851,class3_2026_05_14_14_36_02.csv,hard_negative,3,,background
98.912,309,0.495211,-14.997,-14.8467,0.2035,-14.7277,-14.9467,0.2189,0.3755,49.5787,2.2867,-47.292,96.552,96.552,-666.1442,0.179,0.1344,0.7508,0.0,0.662,class3_2026_05_14_14_36_02.csv,stable_background,4,,background
80.405,251,0.402554,-14.793,-14.7946,0.0926,-14.8404,-14.8157,-0.0248,0.1495,29.9142,-3.569,-33.4833,-243.4763,278.9969,-274.2947,0.0931,0.1446,1.5528,0.0,0.297,class3_2026_05_14_14_36_02.csv,stable_background,5,,background
73.705,230,0.36901,-15.753,-15.7357,0.8271,-14.7112,-17.1184,2.4072,1.206,-82.6334,-203.093,-120.4596,-1247.6473,61.1285,-1327.5862,0.2169,0.4988,2.2999,0.0,2.487,class2_2026_04_27_15_39_04.csv,manual_annotation,0,73.71,bend
131.138,410,0.656553,-17.162,-20.6423,10.5127,-13.4305,-30.8804,17.4499,3.984,-623.2733,594.2898,1217.5631,-2484.4545,-2354.1585,-49680.2539,3.1442,13.5947,4.3237,0.0,35.913,class2_2026_04_27_15_39_04.csv,manual_annotation,1,131.14,break
127.628,399,0.63898,-8.516,-11.3897,2.8302,-16.5032,-20.6539,4.1507,8.727,1178.4477,-4616.8668,-5795.3145,586.2069,9526.6458,-2739.8119,2.253,13.4861,5.9858,2.871,8.726,class2_2026_04_27_15_39_04.csv,manual_annotation,2,127.63,connector
168.469,527,0.843454,-49.9,-43.7541,11.4986,-36.97,-34.1041,-2.8659,8.313,-2767.4026,3288.9229,6056.3255,-0.0,0.0,-0.0,13.1688,14.1676,1.0758,0.0,27.919,class2_2026_04_27_15_39_04.csv,hard_negative,0,,background
190.165,595,0.952077,-49.9,-35.038,13.3345,-39.2954,-35.917,-3.3784,28.63,2833.8914,1198.1643,-1635.7271,-0.0,4285.2665,-5692.79,13.3262,14.0286,1.0527,0.0,28.63,class2_2026_04_27_15_39_04.csv,hard_negative,1,,background
171.659,537,0.859425,-20.978,-27.5836,11.9809,-37.7296,-33.0906,-4.639,7.629,1902.0829,333.5613,-1568.5216,-2595.6113,46206.8997,-46989.0313,13.7517,13.4923,0.9811,0.957,29.979,class2_2026_04_27_15_39_04.csv,hard_negative,2,,background
179.955,563,0.90096,-23.539,-41.4763,11.9779,-38.2742,-36.0402,-2.2339,27.196,-2713.3546,477.4302,3190.7848,42626.9624,42626.9624,-42626.9624,13.0728,13.8822,1.0619,0.957,27.196,class2_2026_04_27_15_39_04.csv,hard_negative,3,,background
49.775,155,0.249203,-14.506,-14.6839,0.1415,-14.6303,-14.6319,0.0016,0.2075,-33.2331,57.2679,90.501,-387.1473,343.2602,-387.1473,0.0945,0.1509,1.5971,0.638,0.491,class2_2026_04_27_15_39_04.csv,stable_background,4,,background
26.802,83,0.134186,-14.58,-14.3807,0.1378,-14.6122,-14.3996,-0.2127,0.3655,160.1279,-26.6814,-186.8094,32.9154,239.8119,-380.8777,0.3475,0.1474,0.424,0.0,0.497,class2_2026_04_27_15_39_04.csv,stable_background,5,,background
29.035,90,0.145366,-14.328,-14.5656,0.2684,-14.3683,-15.7067,1.3383,0.2805,-60.6411,-368.0576,-307.4164,-10.9718,145.768,-885.6066,0.1667,0.5942,3.5644,1.595,0.764,class2_2026_04_27_16_10_45.csv,manual_annotation,0,29.03,bend
131.776,412,0.659748,-18.362,-18.0406,1.828,-12.5863,-30.8289,18.2427,3.263,-2147.0258,-841.6291,1305.3967,-1771.1583,-1771.1583,-6523.5125,3.2403,13.5779,4.1904,0.0,5.291,class2_2026_04_27_16_10_45.csv,manual_annotation,1,131.78,break
127.628,399,0.63898,-7.611,-10.4912,2.8678,-15.5581,-15.2387,-0.3193,8.7485,1142.1023,-2710.0648,-3852.167,581.5047,9495.2978,-2804.0752,2.2466,4.4587,1.9847,2.871,8.906,class2_2026_04_27_16_10_45.csv,manual_annotation,2,127.63,connector
145.177,454,0.726841,-20.233,-38.3209,13.1279,-36.0089,-39.2736,3.2646,29.667,-1982.3783,2599.1644,4581.5427,32894.4586,46282.1481,-46500.0031,13.9229,13.4224,0.9641,0.958,29.667,class2_2026_04_27_16_10_45.csv,hard_negative,0,,background
174.212,545,0.872207,-21.054,-37.8414,13.5494,-32.2111,-36.0707,3.8596,6.083,-909.2067,2692.458,3601.6647,6492.163,45213.1677,-45213.1677,12.7467,13.9136,1.0915,0.957,28.846,class2_2026_04_27_16_10_45.csv,hard_negative,1,,background
172.297,539,0.862619,-21.826,-30.9621,13.3989,-33.6094,-37.942,4.3326,8.4655,6651.1614,1547.4138,-5103.7475,-43742.036,1940.4373,-43796.9808,13.2049,13.4728,1.0203,2.553,29.193,class2_2026_04_27_16_10_45.csv,hard_negative,2,,background
177.403,555,0.888183,-49.9,-34.8472,13.6135,-34.8213,-35.927,1.1057,6.37,1547.4138,-1668.458,-3215.8719,-42452.2136,42652.0408,-45663.0125,13.5941,14.0077,1.0304,0.0,29.133,class2_2026_04_27_16_10_45.csv,hard_negative,3,,background
50.732,158,0.253994,-15.862,-16.0952,0.2275,-16.0849,-16.0969,0.012,0.2295,-82.9888,-56.2568,26.7321,884.011,884.011,-493.7304,0.2035,0.2129,1.0461,0.957,0.569,class2_2026_04_27_16_10_45.csv,stable_background,4,,background
89.339,279,0.447283,-16.442,-16.2116,0.2803,-16.1564,-16.2088,0.0523,0.401,40.4995,56.7537,16.2542,-669.2806,1101.8809,-724.4385,0.2078,0.2384,1.1472,0.0,0.889,class2_2026_04_27_16_10_45.csv,stable_background,5,,background
107.526,336,0.538338,-15.677,-15.5592,0.5664,-14.8246,-16.2372,1.4126,0.797,-58.649,-70.0184,-11.3694,-1119.1223,-241.3793,-1119.1223,0.158,0.1667,1.0553,0.0,1.532,class2_2026_04_27_15_24_51.csv,manual_annotation,0,107.53,bend
127.947,400,0.640577,-7.666,-9.6373,2.0104,-14.9648,-16.9766,2.0118,9.008,1673.5252,-4869.4393,-6542.9646,-1973.3542,9697.6613,-3206.8966,2.9521,8.8037,2.9822,2.871,6.865,class2_2026_04_27_15_24_51.csv,manual_annotation,1,127.95,connector
131.776,412,0.659748,-16.998,-20.8534,10.4099,-12.2862,-32.4756,20.1894,3.454,-2099.7131,-2661.419,-561.7059,-2819.7476,-1057.9922,-48605.0204,3.2425,14.013,4.3217,0.0,35.6,class2_2026_04_27_15_24_51.csv,manual_annotation,2,131.78,break
184.422,577,0.923324,-49.9,-38.9174,12.3953,-36.0059,-33.3122,-2.6938,2.7265,-1237.6122,2537.6675,3775.2797,-7775.8636,39763.326,-31987.4624,13.9222,13.4374,0.9652,0.0,26.894,class2_2026_04_27_15_24_51.csv,hard_negative,0,,background
158.577,496,0.793929,-49.9,-38.7921,12.621,-36.8708,-33.7369,-3.1338,7.0745,2999.5585,-1083.4508,-4083.0092,-45644.9927,4266.4592,-45644.9927,13.1397,13.1316,0.9994,0.0,29.076,class2_2026_04_27_15_24_51.csv,hard_negative,1,,background
152.196,476,0.761982,-20.114,-31.3609,13.2851,-42.2581,-38.4861,-3.772,29.933,3901.2987,-753.5177,-4654.8164,0.0,46916.9326,-42322.8856,12.3518,12.8517,1.0405,0.638,29.933,class2_2026_04_27_15_24_51.csv,hard_negative,2,,background
182.827,572,0.915339,-49.9,-41.0297,12.5558,-37.2918,-36.2823,-1.0094,27.57,1244.2074,563.47,-680.7374,-1059.5627,43213.1693,-42153.6066,14.1092,13.7736,0.9762,0.0,27.57,class2_2026_04_27_15_24_51.csv,hard_negative,3,,background
194.313,608,0.972844,-49.9,-31.1508,13.2961,-33.0667,-40.2325,7.1657,30.352,4340.3038,460.7477,-3879.5561,-47573.6708,41224.1395,-47573.6708,13.5104,13.0965,0.9694,0.0,30.352,class2_2026_04_27_15_24_51.csv,stable_background,4,,background
89.658,280,0.44888,-14.717,-14.7491,0.1262,-14.7214,-14.6871,-0.0343,0.0755,-14.7595,-12.7085,2.051,-94.5241,495.2978,-213.1661,0.1371,0.1179,0.8594,0.0,0.41,class2_2026_04_27_15_24_51.csv,stable_background,5,,background
13.082,40,0.065496,-14.444,-14.8199,0.6379,-13.9772,-16.1659,2.1887,0.236,-144.428,-317.5009,-173.0728,-420.0627,75.2351,-1697.4922,0.4166,0.5727,1.3747,0.0,1.961,class2_2026_04_27_16_01_09.csv,manual_annotation,0,13.08,bend
131.457,411,0.65815,-17.946,-18.1589,2.4085,-13.0401,-30.875,17.8349,4.0525,-1454.2167,-5932.005,-4477.7883,-2971.7853,-2664.7817,-3885.5799,3.0225,13.5449,4.4814,0.0,7.822,class2_2026_04_27_16_01_09.csv,manual_annotation,1,131.46,break
127.947,400,0.640577,-8.642,-10.5277,1.9285,-15.5029,-16.2013,0.6983,8.489,1653.573,-2764.0197,-4417.5927,-2004.7022,9109.7179,-3431.0345,2.7986,3.784,1.3521,2.871,6.572,class2_2026_04_27_16_01_09.csv,manual_annotation,2,127.95,connector
164.321,514,0.822687,-22.376,-29.0613,11.266,-35.9036,-36.4526,0.5491,17.2005,1950.046,-3919.6175,-5869.6634,36311.9154,43033.7191,-43141.0705,14.0595,13.5264,0.9621,0.957,28.784,class2_2026_04_27_16_01_09.csv,hard_negative,0,,background
185.698,581,0.929713,-23.268,-29.2219,11.1633,-35.8228,-36.3741,0.5513,17.018,3165.1967,2646.5581,-518.6386,-0.0,43136.3668,-43405.9577,14.1032,13.5986,0.9642,0.638,28.241,class2_2026_04_27_16_01_09.csv,hard_negative,1,,background
177.722,556,0.88978,-21.073,-31.9448,12.8526,-36.6536,-36.1377,-0.5159,17.9955,-190.7004,-1756.4371,-1565.7368,0.0,8683.384,-8606.5815,13.3019,13.8256,1.0394,0.638,28.952,class2_2026_04_27_16_01_09.csv,hard_negative,2,,background
151.558,474,0.758788,-18.751,-28.2397,11.8466,-34.2676,-37.6698,3.4022,20.092,5854.339,1274.9478,-4579.3912,-40768.0298,2042.3229,-48822.8887,14.0652,13.7786,0.9796,2.233,31.149,class2_2026_04_27_16_01_09.csv,hard_negative,3,,background
108.165,338,0.541537,-16.752,-16.6684,0.1554,-16.7688,-16.7693,0.0004,0.3845,-4.1378,-4.883,-0.7452,481.0978,481.0978,-452.9765,0.2366,0.2183,0.9224,0.0,0.528,class2_2026_04_27_16_01_09.csv,stable_background,4,,background
28.078,87,0.140575,-16.408,-16.2819,0.2333,-16.5068,-16.5169,0.0102,0.4785,100.0555,-93.6787,-193.7342,-622.2586,601.8809,-622.2586,1.0057,0.2302,0.229,0.0,0.764,class2_2026_04_27_16_01_09.csv,stable_background,5,,background
54.242,169,0.271567,-15.284,-15.3222,0.7452,-14.5969,-16.5637,1.9668,0.911,20.5587,-221.3085,-241.8672,-1753.9185,511.889,-1753.9185,0.114,0.3514,3.0812,0.0,2.108,class2_2026_04_27_15_50_20.csv,manual_annotation,0,54.24,bend
131.138,410,0.656553,-17.723,-17.13,2.3594,-12.9663,-31.84,18.8737,3.8875,-598.8153,-6489.4993,-5890.684,-2777.6086,-2084.6395,-4210.0298,3.0795,14.4772,4.7011,0.0,7.678,class2_2026_04_27_15_50_20.csv,manual_annotation,1,131.14,break
127.628,399,0.63898,-8.111,-10.9982,2.8687,-16.1983,-17.1702,0.9719,8.7905,1287.0149,-2742.9854,-4030.0003,617.5549,9916.9279,-2797.8056,2.2942,8.869,3.8659,2.871,8.705,class2_2026_04_27_15_50_20.csv,manual_annotation,2,127.63,connector
156.982,491,0.785944,-49.9,-37.4451,13.9586,-36.361,-43.6741,7.3131,29.282,1618.1332,-1913.0093,-3531.1424,-44100.3166,44100.3166,-45896.5549,13.6283,11.6902,0.8578,0.0,29.282,class2_2026_04_27_15_50_20.csv,hard_negative,0,,background
178.041,557,0.891377,-25.29,-32.7968,12.1769,-36.5449,-39.5318,2.9868,27.568,5495.6872,-827.0931,-6322.7803,730.4075,42083.4798,-42985.8966,13.4575,13.1275,0.9755,1.596,27.568,class2_2026_04_27_15_50_20.csv,hard_negative,1,,background
163.683,512,0.819493,-22.002,-35.5848,12.8648,-42.2276,-35.7329,-6.4946,27.898,-379.2592,-3675.2284,-3295.9692,0.0,40810.3464,-43727.2743,12.4185,12.7428,1.0261,0.638,27.898,class2_2026_04_27_15_50_20.csv,hard_negative,2,,background
188.57,590,0.944091,-27.657,-38.1276,13.2636,-34.666,-37.7832,3.1172,18.5545,-128.4256,-217.6895,-89.2639,0.0,0.0,-44012.5423,13.8285,13.6985,0.9906,0.638,28.08,class2_2026_04_27_15_50_20.csv,hard_negative,3,,background
140.71,440,0.704476,-29.218,-35.621,12.9784,-37.6141,-34.9143,-2.6998,18.2535,1486.1912,3664.0352,2177.844,-44079.9404,36768.0298,-44079.9404,13.8081,13.5566,0.9818,0.958,28.355,class2_2026_04_27_15_50_20.csv,stable_background,4,,background
31.588,98,0.158148,-14.734,-14.6338,0.1599,-14.4249,-14.6073,0.1823,0.081,-28.8853,36.6534,65.5387,-456.1129,59.5611,-456.1129,0.0931,0.1221,1.3116,0.0,0.534,class2_2026_04_27_15_50_20.csv,stable_background,5,,background
68.919,215,0.345049,-17.745,-17.5553,2.1764,-13.9553,-35.6221,21.6668,3.7245,-202.0971,-6288.2317,-6086.1346,-3594.047,-2407.5219,-8989.0298,1.4766,14.376,9.7356,0.0,7.151,class3_2026_05_14_13_10_35.csv,manual_annotation,0,68.92,break
66.047,206,0.33067,-11.488,-12.9619,1.3432,-14.4853,-20.7921,6.3068,3.581,139.1232,-4919.0508,-5058.174,2810.3448,4452.9781,-2719.604,0.4137,10.967,26.5104,1.596,3.783,class3_2026_05_14_13_10_35.csv,manual_annotation,1,66.05,connector
85.511,267,0.428118,-49.9,-40.355,13.4997,-37.5314,-43.8079,6.2764,28.846,7285.102,3193.0588,-4092.0432,-45206.8981,45213.1677,-45206.8981,13.8517,11.4306,0.8252,0.0,28.846,class3_2026_05_14_13_10_35.csv,hard_negative,0,,background
106.569,333,0.533547,-49.9,-36.6757,14.7899,-34.5088,-36.9093,2.4006,11.2215,-596.9718,1044.4172,1641.3889,0.0,47224.1411,-14802.4462,13.8752,13.29,0.9578,0.0,30.398,class3_2026_05_14_13_10_35.csv,hard_negative,1,,background
110.717,346,0.554314,-21.792,-34.743,13.6105,-36.1315,-33.4393,-2.6922,7.771,2518.446,1115.6089,-1402.8371,0.0,4600.3166,-44056.4295,13.946,13.414,0.9618,0.638,29.254,class3_2026_05_14_13_10_35.csv,hard_negative,2,,background
46.903,146,0.234824,-14.63,-14.6057,0.1001,-14.625,-14.5779,-0.0471,0.135,38.0249,2.8237,-35.2012,109.7179,156.7398,-222.5705,0.1078,0.1191,1.1049,0.0,0.319,class3_2026_05_14_13_10_35.csv,stable_background,3,,background
35.736,111,0.178915,-10.152,-12.0232,1.447,-14.0531,-14.8047,0.7516,4.3145,518.5037,-1256.2692,-1774.7729,-504.7022,5431.0345,-2379.3103,1.0777,1.7981,1.6684,2.233,4.486,class3_2026_05_14_13_43_01.csv,manual_annotation,0,35.74,connector
127.628,399,0.63898,-3.434,-6.886,3.9727,-15.0943,-10.8826,-4.2117,12.307,1995.9219,-2635.5456,-4631.4675,663.0094,15106.4658,-2717.8683,3.6697,4.1986,1.1441,3.828,12.75,class3_2026_05_14_13_43_01.csv,manual_annotation,1,127.63,connector
133.69,418,0.66933,-18.711,-17.9824,1.615,-10.8826,-28.9748,18.0922,2.275,-2487.1509,-2086.3664,400.7845,-2369.9075,-1384.011,-5335.4216,4.1986,13.0329,3.1041,0.0,4.695,class3_2026_05_14_13_43_01.csv,manual_annotation,2,133.69,break
38.607,120,0.193289,-15.667,-15.2817,0.8641,-13.2336,-16.3443,3.1108,1.7205,-103.3861,-126.6302,-23.2441,-1277.4295,-1263.3229,-1277.4295,1.6019,0.3226,0.2014,0.0,2.569,class3_2026_05_14_13_43_01.csv,manual_annotation,3,38.61,bend
164.002,513,0.82109,-49.9,-35.5418,13.1027,-34.9409,-39.3586,4.4176,29.529,5457.2153,797.4482,-4659.7671,-43407.5282,1407.575,-43407.5282,13.4248,13.3916,0.9975,0.0,29.529,class3_2026_05_14_13_43_01.csv,hard_negative,0,,background
172.297,539,0.862619,-20.207,-30.8963,13.4603,-37.4482,-34.9668,-2.4814,20.997,973.8818,-2289.3642,-3263.246,290.8797,44528.2179,-46322.7079,13.939,13.598,0.9755,0.639,29.693,class3_2026_05_14_13_43_01.csv,hard_negative,1,,background
189.208,592,0.947286,-49.9,-37.6731,13.7429,-37.8661,-36.0755,-1.7906,30.128,2867.0062,1739.5003,-1127.5058,0.0,4056.4263,0.0,13.4783,13.8806,1.0298,0.0,30.128,class3_2026_05_14_13_43_01.csv,hard_negative,2,,background
180.274,564,0.902557,-49.9,-38.2843,13.0271,-36.5421,-34.6084,-1.9337,7.6775,-1457.5723,-1100.4951,357.0771,0.0,38487.4655,-267.9123,13.6132,13.71,1.0071,0.0,28.651,class3_2026_05_14_13_43_01.csv,hard_negative,3,,background
186.017,582,0.93131,-49.9,-43.5851,11.8145,-34.6084,-37.5296,2.9212,16.4285,-4992.9133,558.7551,5551.6684,0.0,44863.6395,-0.0,13.71,13.8746,1.012,0.0,28.623,class3_2026_05_14_13_43_01.csv,hard_negative,4,,background
170.064,532,0.85144,-21.654,-37.1698,14.237,-39.3586,-33.1858,-6.1728,20.84,-2928.571,572.4174,3500.9884,0.0,44272.732,-44272.732,13.3916,13.5799,1.0141,0.638,29.536,class3_2026_05_14_13_43_01.csv,hard_negative,5,,background
17.868,55,0.089458,-14.523,-14.3848,0.0988,-14.4281,-14.4303,0.0022,0.205,-6.6683,-96.0489,-89.3806,-10.9718,188.0878,-10.9718,0.0831,0.1599,1.9242,0.0,0.304,class3_2026_05_14_13_43_01.csv,stable_background,6,,background
69.557,217,0.348243,-16.219,-16.4521,0.1523,-16.4866,-16.4868,0.0002,0.2495,-58.5555,-31.452,27.1036,-103.4483,380.8777,-510.9718,0.276,0.2045,0.7412,0.638,0.538,class3_2026_05_14_13_43_01.csv,stable_background,7,,background
96.997,303,0.485624,-7.462,-10.0337,2.2874,-13.9153,-16.9624,3.0472,7.1415,871.4269,-2968.5621,-3839.989,346.395,8203.7618,-2728.8401,1.7469,9.133,5.228,2.552,7.008,class3_2026_05_14_14_40_43.csv,manual_annotation,0,97.0,connector
101.464,317,0.507988,-19.453,-22.559,9.9571,-12.4289,-31.5259,19.0969,2.921,-2521.8063,-836.1413,1685.6649,-7661.4436,-2043.8856,-47722.5752,3.2884,13.1993,4.0138,0.0,34.049,class3_2026_05_14_14_40_43.csv,manual_annotation,1,101.46,break
