m,sample_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,event_no_in_file,gt_m,label,expected_length_m
66.366,207,0.332267,-9.732,-11.8602,1.5914,-14.0908,-19.9593,5.8685,4.7935,501.0751,-3321.9652,-3823.0403,156.7398,5965.5172,-3250.7837,1.0646,9.2829,8.7198,2.234,4.815,class3_2026_05_14_13_39_14.csv,0,66.37,connector,199.737
69.557,217,0.348243,-16.837,-18.1386,2.6425,-13.4041,-27.6416,14.2375,3.2645,-667.5998,-1060.2337,-392.6339,-3311.9138,-1670.8464,-11647.3354,2.0082,10.3422,5.15,0.0,7.098,class3_2026_05_14_13_39_14.csv,1,69.56,break,199.737
127.628,399,0.63898,-5.9,-8.8243,2.9506,-13.9321,-13.5983,-0.3337,8.8705,1138.6643,-2638.3213,-3776.9856,589.3417,9732.6404,-2750.7837,2.2598,4.617,2.0431,2.871,9.195,class1_2026_04_27_14_47_36.csv,0,127.63,connector,199.737
131.776,412,0.659748,-16.693,-16.8178,2.8663,-10.8429,-30.4377,19.5948,3.4225,-2080.5045,-6357.1769,-4276.6724,-3278.9969,-2329.8059,-8733.5439,3.1958,13.8694,4.3399,0.0,10.007,class1_2026_04_27_14_47_36.csv,1,131.78,break,199.737
111.036,347,0.555911,-16.675,-16.2194,0.6,-15.0094,-16.8612,1.8518,0.912,-238.4995,-112.5158,125.9837,-103.4483,-103.4483,-1460.8166,0.403,0.2986,0.7409,0.0,1.877,class2_2026_04_27_15_21_31.csv,0,111.04,bend,199.737
131.457,411,0.65815,-17.455,-17.8231,2.5066,-12.8066,-34.0158,21.2092,3.895,-1358.4002,-5594.6485,-4236.2483,-4246.0815,-1815.9258,-43868.3401,3.087,14.2528,4.617,0.0,7.893,class2_2026_04_27_15_21_31.csv,1,131.46,break,199.737
127.628,399,0.63898,-7.937,-10.8406,2.8768,-16.0219,-17.2972,1.2753,8.7715,1185.8962,-2893.5019,-4079.3981,598.7461,9970.2194,-2683.3856,2.279,9.0885,3.988,2.871,8.734,class2_2026_04_27_15_21_31.csv,2,127.63,connector,199.737
125.394,392,0.627796,-15.896,-15.5372,0.8492,-14.7827,-13.3971,-1.3857,0.3665,21.3954,563.4314,542.036,-1887.1458,688.0878,-1887.1458,0.1879,2.9641,15.7735,0.0,2.463,class2_2026_04_27_15_14_43.csv,0,125.39,bend,199.737
127.947,400,0.640577,-9.034,-10.9611,1.9843,-14.3331,-18.4104,4.0774,6.1945,823.677,-2647.2618,-3470.9387,-1987.4608,9479.6238,-3250.7837,2.166,8.6061,3.9732,2.552,6.806,class2_2026_04_27_15_14_43.csv,1,127.95,connector,199.737
131.776,412,0.659748,-18.286,-22.2588,10.0,-13.4536,-32.8247,19.3712,3.136,-2043.5424,-1791.7946,251.7478,-8557.9953,-796.1897,-44918.4969,3.0305,13.6528,4.5052,0.0,34.125,class2_2026_04_27_15_14_43.csv,2,131.78,break,199.737
132.095,413,0.661345,-19.129,-18.6306,2.1099,-12.5702,-30.4181,17.8479,2.891,-2424.4005,-5058.0652,-2633.6647,-2235.1066,-1961.6076,-4819.7476,3.2703,12.3818,3.7862,0.0,7.434,class2_2026_04_27_15_59_35.csv,0,132.09,break,199.737
127.628,399,0.63898,-7.588,-10.425,2.804,-15.4016,-15.0026,-0.399,8.603,1117.9456,-2586.4274,-3704.373,575.2351,9327.5862,-2808.7774,2.1976,4.2212,1.9208,2.871,8.697,class2_2026_04_27_15_59_35.csv,1,127.63,connector,199.737
8.934,27,0.044729,-14.069,-14.021,0.4952,-9.8777,-15.3277,5.4499,0.8395,-1734.5808,-344.8506,1389.7302,-644.2006,-424.7649,-866.7712,3.2366,0.5327,0.1646,0.0,1.58,class2_2026_04_27_15_59_35.csv,2,8.93,bend,199.737
127.628,399,0.63898,-5.891,-8.792,2.8943,-13.9353,-13.4059,-0.5294,8.899,1139.337,-2697.8915,-3837.2286,594.0439,9699.0596,-2802.5078,2.2612,4.2857,1.8954,2.871,8.927,class1_2026_04_27_14_46_34.csv,0,127.63,connector,199.737
132.095,413,0.661345,-18.064,-17.1504,1.9807,-10.9281,-32.1942,21.2661,3.2315,-2457.1704,-4623.6156,-2166.4452,-2579.9373,-2429.042,-8225.7053,3.3264,14.218,4.2742,0.0,6.049,class1_2026_04_27_14_46_34.csv,1,132.09,break,199.737
39.565,123,0.198085,-15.809,-15.6774,1.0197,-14.5748,-17.2145,2.6397,1.351,-49.7966,-176.3767,-126.5802,-2344.8276,305.6426,-2344.8276,0.1718,0.4825,2.8087,0.0,2.655,class2_2026_04_27_15_41_59.csv,0,39.57,bend,199.737
127.628,399,0.63898,-8.789,-11.7212,2.9549,-16.7034,-17.953,1.2496,8.5625,1079.7864,-2614.903,-3694.6894,617.5549,9755.384,-2877.7429,2.2222,8.8303,3.9737,2.871,9.185,class2_2026_04_27_15_41_59.csv,1,127.63,connector,199.737
131.457,411,0.65815,-19.362,-21.6066,10.1985,-13.6534,-30.181,16.5276,3.5895,-1354.3178,-2655.7942,-1301.4765,-7029.7774,-2147.5137,-47347.9671,3.0884,12.3802,4.0087,0.0,35.006,class2_2026_04_27_15_41_59.csv,2,131.46,break,199.737
132.095,413,0.661345,-18.911,-19.1628,2.3078,-12.9431,-32.6831,19.74,3.395,-2552.1186,-4771.7779,-2219.6593,474.9201,474.9201,-40177.1191,3.4332,13.8113,4.0229,0.0,8.317,class2_2026_04_27_16_08_56.csv,0,132.09,break,199.737
32.226,100,0.161342,-14.948,-15.038,0.5385,-14.3874,-16.0294,1.642,0.641,-42.6862,-102.5791,-59.893,-1517.2414,48.5893,-1517.2414,0.0907,0.296,3.2641,0.0,1.274,class2_2026_04_27_16_08_56.csv,1,32.23,bend,199.737
127.628,399,0.63898,-7.85,-10.7103,2.8221,-15.7933,-15.395,-0.3983,8.7605,1139.1925,-2634.8147,-3774.0072,669.279,9402.8213,-2858.9342,2.2316,4.3852,1.9651,2.871,8.726,class2_2026_04_27_16_08_56.csv,2,127.63,connector,199.737
132.414,414,0.662942,-17.912,-17.8602,2.0627,-11.0536,-30.6062,19.5526,2.9195,-2593.7949,-4497.3791,-1903.5842,-1785.2665,-1785.2665,-4205.3292,3.5047,13.679,3.903,0.0,6.172,class1_2026_04_27_14_45_04.csv,0,132.41,break,199.737
127.628,399,0.63898,-5.91,-8.801,2.8957,-13.933,-13.4468,-0.4862,8.8685,1147.5282,-2616.7712,-3764.2995,594.0439,9680.2508,-2750.7837,2.2597,4.3833,1.9398,2.871,8.936,class1_2026_04_27_14_45_04.csv,1,127.63,connector,199.737
132.414,414,0.662942,-17.912,-17.8602,2.0627,-11.0536,-30.6062,19.5526,2.9195,-2593.7949,-4497.3791,-1903.5842,-1785.2665,-1785.2665,-4205.3292,3.5047,13.679,3.903,0.0,6.172,class1_2026_04_27_14_45_19.csv,0,132.41,break,199.737
127.628,399,0.63898,-5.91,-8.801,2.8957,-13.933,-13.4468,-0.4862,8.8685,1147.5282,-2616.7712,-3764.2995,594.0439,9680.2508,-2750.7837,2.2597,4.3833,1.9398,2.871,8.936,class1_2026_04_27_14_45_19.csv,1,127.63,connector,199.737
35.417,110,0.177318,-7.01,-10.0037,2.759,-14.0133,-12.1859,-1.8274,7.439,680.7305,-1729.6858,-2410.4163,1463.9498,9775.3007,-3680.2508,1.5246,2.4913,1.6341,2.871,7.569,class3_2026_04_27_16_18_51.csv,0,35.42,connector,199.737
131.776,412,0.659748,-17.599,-16.9537,1.9548,-11.4476,-27.3241,15.8766,3.591,-2065.4856,-6314.1068,-4248.6212,-4211.5987,-1944.4136,-11183.3856,3.1401,12.2046,3.8867,0.0,5.267,class3_2026_04_27_16_18_51.csv,1,131.78,break,199.737
127.628,399,0.63898,-6.466,-9.3859,2.8401,-14.4222,-14.3326,-0.0896,8.649,1126.6935,-2719.5779,-3846.2713,663.0094,9879.3103,-3377.7429,2.1758,4.8617,2.2344,2.871,8.584,class3_2026_04_27_16_18_51.csv,2,127.63,connector,199.737
132.414,414,0.662942,-18.443,-18.5364,3.033,-11.0532,-33.0418,21.9886,3.0505,-2627.0159,-4342.6512,-1715.6353,-5006.2696,-2537.6207,-11089.3401,3.5444,13.5793,3.8312,0.0,10.827,class1_2026_04_27_14_48_45.csv,0,132.41,break,199.737
127.628,399,0.63898,-5.887,-8.7766,2.8934,-13.8883,-13.4312,-0.4571,8.8435,1128.5307,-2689.0532,-3817.584,606.5831,9664.5768,-2750.7837,2.2491,4.3565,1.937,2.871,8.928,class1_2026_04_27_14_48_45.csv,1,127.63,connector,199.737
14.039,43,0.070287,-14.398,-14.7824,0.4725,-14.1905,-15.8296,1.6391,0.2415,-104.6002,-228.0937,-123.4935,-387.1473,249.2163,-1333.8558,0.2382,0.4176,1.7531,1.595,1.339,class2_2026_04_27_16_01_41.csv,0,14.04,bend,199.737
131.457,411,0.65815,-17.984,-17.9591,2.3558,-12.812,-34.3719,21.5599,3.937,-1459.1559,-5047.6167,-3588.4609,-4280.5627,-2648.9028,-47818.185,3.0879,14.0316,4.5441,0.0,7.231,class2_2026_04_27_16_01_41.csv,1,131.46,break,199.737
127.628,399,0.63898,-7.951,-10.7484,2.7055,-15.7352,-17.1836,1.4484,8.615,1130.5333,-2762.517,-3893.0503,576.8025,9100.3135,-2731.9749,2.1946,8.9465,4.0765,2.871,8.375,class2_2026_04_27_16_01_41.csv,2,127.63,connector,199.737
132.414,414,0.662942,-18.335,-21.1161,10.2754,-11.0952,-34.1274,23.0322,3.24,-2659.0773,-4534.5867,-1875.5095,-2391.8511,-2340.1254,-48409.0956,3.5852,14.2098,3.9635,0.0,35.067,class1_2026_04_27_14_49_44.csv,0,132.41,break,199.737
127.628,399,0.63898,-5.886,-8.7858,2.8871,-13.8952,-13.3783,-0.5168,8.879,1155.2651,-2705.0401,-3860.3053,628.5266,9721.0031,-2741.3793,2.2438,4.2377,1.8886,2.871,8.878,class1_2026_04_27_14_49_44.csv,1,127.63,connector,199.737
35.736,111,0.178915,-13.337,-13.9813,0.3711,-14.3852,-14.4167,0.0314,1.1255,96.6993,-172.4759,-269.1751,-250.7837,1385.5799,-1073.6677,0.2425,0.2556,1.054,1.276,1.201,class3_2026_05_14_13_19_51.csv,0,35.74,connector,199.737
96.997,303,0.485624,-0.17,-3.6549,4.2958,-12.8026,-7.7846,-5.0179,12.5215,2306.7079,-2648.3442,-4955.0521,293.1034,18206.8966,-2796.2382,4.2558,4.325,1.0163,3.829,14.27,class3_2026_05_14_13_19_51.csv,1,97.0,connector,199.737
105.612,330,0.528755,-19.569,-19.1444,0.8722,-13.9491,-29.3947,15.4456,1.573,-2114.6718,-6113.9214,-3999.2496,-1377.7429,-1377.7429,-1482.7571,3.696,12.8605,3.4796,0.0,2.992,class3_2026_05_14_13_19_51.csv,2,105.61,break,199.737
132.733,415,0.664539,-16.685,-16.9767,2.2248,-9.4601,-30.0823,20.6222,3.099,-2662.7778,-4102.5467,-1439.7689,-2053.2947,-1929.4655,-3826.0188,3.8953,14.0785,3.6142,0.0,7.732,class3_2026_05_22_11_09_21.csv,0,132.73,break,199.737
66.685,208,0.333864,-6.781,-8.4168,1.7699,-13.2634,-12.4858,-0.7776,8.271,1602.7006,-1600.6324,-3203.333,-2251.9354,9736.6771,-2935.7367,2.7984,2.3139,0.8268,2.872,5.96,class3_2026_05_22_11_09_21.csv,1,66.68,connector,199.737
96.997,303,0.485624,-4.331,-7.2164,3.1191,-13.6125,-11.3058,-2.3067,10.4365,1663.2999,-2313.0676,-3976.3675,-529.7806,13181.8182,-2647.3354,3.0956,3.4938,1.1286,3.191,10.398,class3_2026_05_22_11_09_21.csv,2,97.0,connector,199.737
127.628,399,0.63898,-3.96,-7.2768,3.7644,-14.9514,-11.5567,-3.3947,12.073,1848.7814,-2662.7778,-4511.5592,481.1912,14558.7657,-2677.116,3.4708,4.3683,1.2586,3.509,12.202,class3_2026_05_22_11_09_21.csv,3,127.63,connector,199.737
102.74,321,0.514376,-15.772,-15.5264,0.4705,-10.6702,-16.1863,5.5162,1.087,-2087.7389,-183.9641,1903.7748,-255.4859,-255.4859,-854.2335,3.6602,0.3016,0.0824,0.0,1.45,class3_2026_05_22_11_09_21.csv,4,102.74,bend,199.737
66.366,207,0.332267,-10.975,-12.8627,1.3322,-14.492,-17.7886,3.2966,3.9215,403.09,-2414.1877,-2817.2776,-369.906,4836.9906,-2949.8433,0.8976,3.5132,3.9141,1.915,4.088,class3_2026_05_14_12_55_25.csv,0,66.37,connector,199.737
69.876,218,0.34984,-19.219,-19.336,2.1663,-14.4924,-23.1861,8.6937,2.9455,-1211.6504,-1522.7751,-311.1247,-1929.4655,-1852.663,-3841.6928,2.1054,6.6461,3.1567,0.0,7.43,class3_2026_05_14_12_55_25.csv,1,69.88,break,199.737
12.444,38,0.062302,-14.08,-14.6209,0.4749,-13.7528,-16.6839,2.9311,0.4645,-242.9926,-674.9981,-432.0055,-459.2476,778.9969,-1578.3683,0.6977,1.0346,1.4828,0.957,1.497,class2_2026_04_27_16_00_33.csv,0,12.44,bend,199.737
127.947,400,0.640577,-9.536,-11.4401,1.9145,-16.4326,-20.1325,3.6999,8.451,1684.4727,-2394.8566,-4079.3293,-2004.7022,8968.652,-3123.8245,2.8192,11.0385,3.9155,2.871,6.47,class2_2026_04_27_16_00_33.csv,1,127.95,connector,199.737
132.095,413,0.661345,-20.029,-25.9462,12.8549,-14.0464,-35.307,21.2606,2.397,-2386.8884,-1789.7043,597.1841,-583.0721,-583.0721,-47332.2915,3.1712,13.1787,4.1557,0.0,32.781,class2_2026_04_27_16_00_33.csv,2,132.09,break,199.737
37.65,117,0.188498,-14.323,-14.226,2.2234,-12.9037,-24.2082,11.3045,3.9635,877.5474,-3956.7384,-4834.2859,-2347.9624,-2333.8558,-4062.6944,1.937,9.7747,5.0462,0.0,6.747,class3_2026_05_14_13_15_21.csv,0,37.65,break,199.737
35.417,110,0.177318,-9.558,-11.6533,1.9654,-14.2231,-16.4052,2.1821,5.245,308.0399,-2897.0325,-3205.0724,2847.9624,6119.1223,-2609.7179,0.8066,4.4904,5.5668,2.233,5.378,class3_2026_05_14_13_15_21.csv,1,35.42,connector,199.737
133.69,418,0.66933,-17.788,-17.6496,1.5267,-10.4177,-27.7212,17.3036,2.1695,-2644.9573,-2282.3988,362.5585,183.3871,183.3871,-47735.1129,4.3839,12.0979,2.7596,0.0,4.936,class3_2026_05_22_11_05_05.csv,0,133.69,break,199.737
39.884,124,0.199683,-14.432,-14.0514,0.7477,-10.4141,-15.0367,4.6227,1.964,-1903.069,-163.0236,1740.0453,-846.395,-846.395,-846.395,2.9038,0.2399,0.0826,0.0,2.162,class3_2026_05_22_11_05_05.csv,1,39.88,bend,199.737
35.736,111,0.178915,-5.784,-8.4597,2.6149,-13.5307,-11.9689,-1.5618,8.672,1296.3304,-1899.6432,-3195.9736,-543.8871,10485.6056,-2647.3354,2.4743,2.7322,1.1042,2.871,8.673,class3_2026_05_22_11_05_05.csv,2,35.74,connector,199.737
127.628,399,0.63898,-2.824,-6.1406,3.8354,-13.9201,-10.4177,-3.5024,12.3125,1863.0992,-2660.3001,-4523.3993,366.7712,14805.1352,-2984.326,3.5176,4.3839,1.2463,3.509,12.408,class3_2026_05_22_11_05_05.csv,3,127.63,connector,199.737
18.825,58,0.094249,-14.244,-14.6239,0.4316,-14.4523,-21.9373,7.4849,0.4605,-0.7797,-2897.766,-2896.9864,148.9028,609.7179,-1442.0063,0.1202,12.5497,104.4476,1.276,1.474,class2_2026_04_27_16_03_45.csv,0,18.83,bend,199.737
127.309,398,0.637383,-9.484,-12.2597,3.349,-17.1511,-18.5258,1.3747,8.643,760.7449,-2577.3413,-3338.0863,4534.4828,9699.0596,-2717.8683,1.4483,11.6438,8.0397,2.871,8.865,class2_2026_04_27_16_03_45.csv,1,127.31,connector,199.737
131.138,410,0.656553,-18.119,-17.4676,2.0596,-13.5686,-37.0217,23.4531,3.64,-648.7173,-5312.8104,-4664.093,-1885.6106,-1885.6106,-46231.9796,3.0369,14.474,4.7661,0.0,6.283,class2_2026_04_27_16_03_45.csv,2,131.14,break,199.737
35.736,111,0.178915,-9.174,-11.3038,1.671,-13.8897,-16.4305,2.5408,5.2695,677.2137,-2568.6089,-3245.8226,-476.489,6274.2947,-3047.0219,1.3214,3.7336,2.8255,2.233,5.15,class3_2026_05_14_13_42_29.csv,0,35.74,connector,199.737
38.607,120,0.193289,-16.833,-16.434,1.9549,-12.8768,-24.2478,11.371,2.828,-204.4188,-2560.4372,-2356.0184,-2326.0204,-2015.674,-3214.7351,2.0004,9.3417,4.67,0.0,6.043,class3_2026_05_14_13_42_29.csv,1,38.61,break,199.737
127.628,399,0.63898,-5.931,-8.7977,2.8316,-13.9428,-13.5828,-0.36,8.845,1165.779,-2746.9806,-3912.7597,586.2069,9606.5831,-2736.6771,2.2597,4.4506,1.9695,2.871,8.701,class1_2026_04_27_14_39_11.csv,0,127.63,connector,199.737
132.095,413,0.661345,-17.78,-17.4443,2.2226,-10.9633,-30.805,19.8417,3.544,-2464.5567,-3940.2578,-1475.7011,-3921.6285,-2307.6149,-3921.6285,3.3192,13.5931,4.0953,0.0,6.975,class1_2026_04_27_14_39_11.csv,1,132.09,break,199.737
96.997,303,0.485624,-1.234,-4.6594,4.0361,-13.0209,-8.8871,-4.1338,12.5515,2046.3799,-2662.0501,-4708.4299,316.6144,16288.4013,-3518.8088,3.8271,4.3002,1.1236,3.51,13.192,class3_2026_05_14_13_22_06.csv,0,97.0,connector,199.737
103.378,323,0.517571,-16.494,-16.8183,1.7759,-9.6824,-24.2654,14.583,2.763,-2462.5876,-812.014,1650.5736,-3853.4862,-1390.2806,-3962.3809,4.2177,9.3656,2.2206,0.0,5.874,class3_2026_05_14_13_22_06.csv,1,103.38,break,199.737
46.903,146,0.234824,-16.464,-16.1451,0.9355,-14.807,-17.3307,2.5237,1.6075,-148.1361,-70.9479,77.1882,-1352.6646,-61.1285,-1352.6646,0.323,0.389,1.2043,0.0,2.718,class2_2026_04_27_15_45_59.csv,0,46.9,bend,199.737
131.138,410,0.656553,-17.397,-17.6003,2.2606,-13.6958,-30.6626,16.9668,4.0505,-546.1873,-4277.0207,-3730.8334,-3363.1964,-2053.2915,-3725.7069,3.1449,12.3042,3.9124,0.0,6.877,class2_2026_04_27_15_45_59.csv,1,131.14,break,199.737
127.628,399,0.63898,-8.769,-11.7047,2.9174,-16.7467,-16.3879,-0.3587,8.629,1121.5762,-2653.452,-3775.0282,579.9373,10122.2586,-2716.3009,2.2409,4.543,2.0273,2.871,8.86,class2_2026_04_27_15_45_59.csv,2,127.63,connector,199.737
31.907,99,0.159745,-14.87,-15.0942,0.5235,-14.3953,-15.8083,1.413,0.602,-66.0092,-69.3214,-3.3122,-1169.279,180.2508,-1200.627,0.1302,0.1522,1.1688,0.0,1.35,class2_2026_04_27_16_09_22.csv,0,31.91,bend,199.737
131.138,410,0.656553,-16.363,-16.4504,2.2207,-12.3514,-30.3893,18.0379,4.336,-594.5702,-2630.4841,-2035.9139,-3738.821,-2302.5078,-3738.821,3.0775,13.9172,4.5223,0.0,6.537,class2_2026_04_27_16_09_22.csv,1,131.14,break,199.737
127.628,399,0.63898,-7.504,-10.4059,2.9167,-15.4274,-18.1893,2.7619,8.706,1134.715,-2685.5304,-3820.2454,547.0219,9652.56,-2739.8119,2.2415,11.7795,5.2552,2.871,9.109,class2_2026_04_27_16_09_22.csv,2,127.63,connector,199.737
96.997,303,0.485624,-8.855,-11.1889,1.8606,-14.2741,-19.5124,5.2383,5.9575,719.1798,-2498.6391,-3217.8189,32.9154,6796.2382,-3631.6614,1.4135,11.297,7.9923,2.552,5.779,class3_2026_05_14_13_00_27.csv,0,97.0,connector,199.737
100.826,315,0.504794,-19.62,-18.5274,1.9079,-13.2778,-35.4032,22.1254,3.502,-1661.4008,-1140.8211,520.5797,-3829.152,-2007.837,-47695.9295,2.6605,14.5822,5.4809,0.0,6.422,class3_2026_05_14_13_00_27.csv,1,100.83,break,199.737
32.545,101,0.162939,-14.386,-14.8052,0.5327,-14.4703,-16.4535,1.9832,0.2585,8.3993,-525.3621,-533.7614,-228.8401,169.279,-1777.4295,0.0978,0.7614,7.7847,1.595,1.591,class2_2026_04_27_16_10_35.csv,0,32.54,bend,199.737
127.628,399,0.63898,-8.566,-11.387,2.7414,-16.2784,-16.1073,-0.1711,8.38,1077.1735,-2805.9849,-3883.1584,583.0721,9608.1505,-2703.7618,2.1633,4.3277,2.0005,2.871,8.305,class2_2026_04_27_16_10_35.csv,1,127.63,connector,199.737
131.776,412,0.659748,-19.266,-19.0666,2.1099,-13.4768,-35.0602,21.5834,2.6255,-2103.6765,-6291.6539,-4187.9774,-6799.373,-2178.9205,-6799.373,3.1597,13.4999,4.2725,0.0,6.398,class2_2026_04_27_16_10_35.csv,2,131.78,break,199.737
84.553,264,0.423322,-15.564,-15.3099,0.4539,-14.7244,-16.2671,1.5427,0.7305,-29.2012,-187.5736,-158.3724,-841.6928,47.0219,-1228.8401,0.1264,0.3337,2.6394,0.0,1.279,class2_2026_04_27_15_33_24.csv,0,84.55,bend,199.737
127.947,400,0.640577,-8.1,-10.08,2.0296,-15.2871,-15.9584,0.6714,8.8105,1657.6045,-2498.2508,-4155.8553,-1976.489,9625.3918,-3224.1379,2.8993,4.1506,1.4316,2.871,6.936,class2_2026_04_27_15_33_24.csv,1,127.95,connector,199.737
132.095,413,0.661345,-18.919,-18.9333,2.1753,-12.7592,-31.871,19.1118,2.6745,-2415.3286,-5162.0061,-2746.6775,-3112.8527,-1741.4562,-4324.4498,3.2872,13.1536,4.0015,0.0,6.637,class2_2026_04_27_15_33_24.csv,2,132.09,break,199.737
9.891,30,0.04952,-17.148,-17.1286,1.3197,-10.9517,-28.2034,17.2518,2.1665,-2385.2119,-4710.5581,-2325.3462,-1931.0345,-1451.4107,-1973.3558,3.5995,13.514,3.7544,0.0,4.188,class3_2026_05_14_13_17_44.csv,0,9.89,break,199.737
66.366,207,0.332267,-9.91,-11.9766,1.5337,-14.1524,-16.7606,2.6082,4.643,534.9489,-2214.6771,-2749.626,-29.7806,5786.8339,-2700.627,1.0741,3.5565,3.3112,2.234,4.597,class3_2026_05_14_14_35_39.csv,0,66.37,connector,199.737
69.557,217,0.348243,-17.851,-17.5414,1.9192,-13.4749,-23.6043,10.1294,2.8215,-668.6205,-2643.3318,-1974.7113,-2351.0972,-2269.5925,-4346.3966,1.9531,9.3983,4.8119,0.0,6.518,class3_2026_05_14_14_35_39.csv,1,69.56,break,199.737
38.926,121,0.194886,-15.951,-15.617,0.8234,-14.641,-17.0071,2.3661,1.0765,-20.2071,-224.6836,-204.4765,-1294.6765,322.884,-1294.6765,0.1713,0.4395,2.5664,0.0,2.312,class2_2026_04_27_15_42_44.csv,0,38.93,bend,199.737
131.457,411,0.65815,-18.138,-17.864,1.8677,-13.3395,-29.5882,16.2487,3.6405,-1419.5264,-4103.0765,-2683.5501,-2550.1536,-2279.6359,-2550.1536,3.146,12.7354,4.048,0.0,5.812,class2_2026_04_27_15_42_44.csv,1,131.46,break,199.737
127.628,399,0.63898,-8.42,-11.2926,2.8395,-16.3529,-15.6494,-0.7036,8.739,1098.1556,-2554.8968,-3653.0524,605.0157,9521.9436,-2764.8903,2.2272,3.9055,1.7535,2.871,8.763,class2_2026_04_27_15_42_44.csv,2,127.63,connector,199.737
75.3,235,0.376996,-15.641,-15.5882,0.7274,-14.7044,-16.7898,2.0854,1.21,-70.5603,-142.9515,-72.3912,-1163.0094,-117.5549,-1173.3146,0.1951,0.3259,1.6705,0.0,2.08,class2_2026_04_27_15_38_31.csv,0,75.3,bend,199.737
127.628,399,0.63898,-8.197,-11.1014,2.9229,-16.3374,-18.7741,2.4367,8.812,1197.1539,-2680.0504,-3877.2044,650.4702,9665.6992,-2816.6144,2.3215,11.5992,4.9964,2.871,9.163,class2_2026_04_27_15_38_31.csv,1,127.63,connector,199.737
131.776,412,0.659748,-19.159,-21.7274,10.1501,-13.1273,-34.7915,21.6642,2.768,-2023.8956,-2514.0356,-490.14,-1843.2618,-1843.2618,-46032.9185,3.1766,13.6497,4.2969,0.0,34.584,class2_2026_04_27_15_38_31.csv,2,131.78,break,199.737
101.145,316,0.506391,-15.986,-15.9346,0.6341,-14.8621,-16.7132,1.8511,1.34,-186.5131,-81.7787,104.7344,-807.21,-744.5141,-807.21,0.3427,0.2303,0.672,0.0,1.921,class2_2026_04_27_15_27_06.csv,0,101.14,bend,199.737
131.776,412,0.659748,-18.397,-18.1517,2.0557,-12.7506,-32.7407,19.9901,3.371,-2071.8946,-3931.8533,-1859.9586,-2423.1959,-2273.5352,-10728.8417,3.2149,13.7974,4.2917,0.0,6.865,class2_2026_04_27_15_27_06.csv,1,131.78,break,199.737
127.628,399,0.63898,-7.804,-10.7647,3.0392,-15.8902,-15.5069,-0.3833,8.75,1123.064,-2769.0486,-3892.1126,625.3918,10185.8204,-2703.7618,2.2888,4.7616,2.0804,2.871,9.492,class2_2026_04_27_15_27_06.csv,2,127.63,connector,199.737
35.417,110,0.177318,-9.778,-11.8162,1.9124,-14.2864,-17.7264,3.4399,5.0875,275.8425,-2420.9235,-2696.766,2873.0408,6020.3762,-2540.7524,0.7675,8.7336,11.3787,2.233,5.303,class3_2026_05_14_13_09_36.csv,0,35.42,connector,199.737
39.246,122,0.196488,-18.036,-18.0079,1.9005,-13.4122,-26.5471,13.1349,2.7015,-1173.002,-1207.9499,-34.9479,-2375.6492,-1597.1787,-5470.2194,2.3295,10.7019,4.594,0.0,5.596,class3_2026_05_14_13_09_36.csv,1,39.25,break,199.737
127.947,400,0.640577,-4.064,-6.1374,2.2709,-14.5433,-11.9809,-2.5624,12.3985,2646.5894,-2634.1769,-5280.7663,-1912.2257,15728.4476,-3184.953,4.4715,4.2183,0.9434,3.828,7.86,class3_2026_05_14_13_33_21.csv,0,127.95,connector,199.737
133.69,418,0.66933,-18.445,-18.719,1.944,-11.182,-29.7976,18.6156,2.6535,-2554.8923,-1918.2118,636.6805,-5186.5204,-1631.6614,-44741.3824,4.2797,12.6487,2.9555,0.0,5.517,class3_2026_05_14_13_33_21.csv,1,133.69,break,199.737
101.783,318,0.509585,-19.288,-22.8983,9.7241,-12.9538,-28.7804,15.8266,3.4865,-2672.0649,412.5517,3084.6166,-702.1944,-702.1944,-45003.1379,3.6233,11.4407,3.1575,0.0,33.494,class3_2026_05_14_14_39_37.csv,0,101.78,break,199.737
96.678,302,0.484026,-8.472,-10.7398,2.5819,-14.2979,-14.5856,0.2877,6.7915,438.6351,-2672.0649,-3110.6999,4020.3762,7738.2445,-2717.8683,1.0031,4.3199,4.3065,2.552,6.923,class3_2026_05_14_14_39_37.csv,1,96.68,connector,199.737
127.628,399,0.63898,-5.963,-8.8497,2.8644,-13.9622,-13.5929,-0.3693,8.8215,1154.6743,-2636.5193,-3791.1936,572.1003,9721.0031,-2710.0313,2.2515,4.4613,1.9814,2.871,8.8,class1_2026_04_27_14_36_54.csv,0,127.63,connector,199.737
132.733,415,0.664539,-19.503,-19.0799,2.2991,-11.4231,-30.8924,19.4693,3.2465,-2636.5193,-4768.0862,-2131.5668,-3120.6912,-1645.7665,-3164.5752,3.8565,13.4946,3.4991,0.0,7.861,class1_2026_04_27_14_36_54.csv,1,132.73,break,199.737
