m,sample_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,event_no_in_file,gt_m,label,expected_length_m
58.709,183,0.293932,-15.366,-15.399,0.7,-14.6647,-16.6603,1.9956,0.658,-50.9263,-264.2992,-213.3729,-1445.1411,180.621,-1445.1411,0.1075,0.4753,4.4209,0.0,2.155,class2_2026_04_27_15_51_31.csv,0,58.71,bend,199.737
131.138,410,0.656553,-16.987,-17.0227,2.1344,-13.1778,-28.892,15.7142,4.372,-626.6829,-2270.9658,-1644.2829,-3263.0826,-1858.9342,-3949.8433,3.19,13.1057,4.1084,0.0,6.255,class2_2026_04_27_15_51_31.csv,1,131.14,break,199.737
127.628,399,0.63898,-8.244,-11.084,2.7896,-16.2867,-18.7188,2.4321,8.7805,1147.2161,-2602.0631,-3749.2792,659.8746,9557.9937,-2863.6364,2.2759,11.5581,5.0785,2.871,8.509,class2_2026_04_27_15_51_31.csv,2,127.63,connector,199.737
101.464,317,0.507988,-15.612,-15.495,0.7926,-14.7107,-16.5833,1.8726,0.848,-17.5357,-146.4987,-128.963,-1103.4483,335.4232,-1195.9248,0.1321,0.3124,2.3648,0.0,2.249,class2_2026_04_27_15_26_42.csv,0,101.46,bend,199.737
131.138,410,0.656553,-16.815,-16.688,2.0745,-12.7812,-28.9481,16.1669,4.004,-620.8537,-4413.525,-3792.6713,-2471.9487,-2111.2853,-2882.442,3.1559,13.1019,4.1515,0.0,6.216,class2_2026_04_27_15_26_42.csv,1,131.14,break,199.737
127.628,399,0.63898,-7.855,-10.7493,2.8782,-15.9887,-15.3638,-0.6248,8.7995,1196.988,-2613.662,-3810.65,592.4765,9827.5862,-2752.3511,2.3149,4.3089,1.8614,2.871,8.801,class2_2026_04_27_15_26_42.csv,2,127.63,connector,199.737
127.628,399,0.63898,-2.367,-5.7733,3.9111,-13.6607,-9.9017,-3.7589,12.2935,1886.4438,-2647.4327,-4533.8764,584.6395,14961.6378,-2744.5141,3.5372,4.3099,1.2185,3.509,12.601,class3_2026_05_14_13_22_54.csv,0,127.63,connector,199.737
134.009,419,0.670927,-17.749,-18.6869,3.4021,-10.712,-30.7126,20.0006,2.718,-2529.1826,-3232.5948,-703.4122,-2852.6646,-1750.7821,-13736.6771,4.2622,13.716,3.2181,0.0,12.182,class3_2026_05_14_13_22_54.csv,1,134.01,break,199.737
47.222,147,0.236421,-15.522,-15.4111,1.4094,-14.4698,-18.5482,4.0784,1.7415,147.5925,-608.0268,-755.6193,-1764.8903,1228.8401,-3065.8307,0.332,1.2096,3.6429,0.0,4.22,class2_2026_04_27_15_45_39.csv,0,47.22,bend,199.737
127.628,399,0.63898,-10.856,-13.7921,2.9249,-19.139,-22.9659,3.8269,8.369,1356.8911,-4529.116,-5886.0071,695.9248,9675.2857,-2827.5862,2.5272,12.7288,5.0368,2.871,9.242,class2_2026_04_27_15_45_39.csv,1,127.63,connector,199.737
131.138,410,0.656553,-19.41,-23.008,9.9726,-15.8982,-41.1188,25.2206,3.807,-672.5354,-4353.315,-3680.7796,1013.696,1013.696,-49233.5455,3.289,12.6088,3.8336,0.0,33.57,class2_2026_04_27_15_45_39.csv,2,131.14,break,199.737
20.42,63,0.102234,-16.07,-17.18,1.7265,-16.3786,-17.2232,0.8446,0.307,-35.51,749.9327,785.4428,344.791,523.5141,-7244.5125,0.172,1.8769,10.91,0.639,5.827,class2_2026_04_27_15_58_37.csv,0,20.42,bend,199.737
127.628,399,0.63898,-8.212,-11.0284,2.7532,-16.0182,-17.5319,1.5138,8.4705,1143.9431,-3234.7866,-4378.7297,595.6113,9379.3103,-2705.3292,2.2016,9.0419,4.107,2.871,8.457,class2_2026_04_27_15_58_37.csv,1,127.63,connector,199.737
131.776,412,0.659748,-18.627,-19.2592,2.9973,-13.1012,-40.5881,27.4869,2.853,-2081.3471,-5999.2512,-3917.9041,-8536.0517,-1471.8761,-48275.8652,3.1433,13.2425,4.213,0.0,9.155,class2_2026_04_27_15_58_37.csv,2,131.78,break,199.737
15.953,49,0.07987,-14.37,-14.7317,0.4409,-14.3401,-16.25,1.9099,0.399,-34.5481,-229.2329,-194.6848,-442.3992,368.3386,-1040.5124,0.1243,1.6578,13.34,0.958,1.299,class2_2026_04_27_16_03_03.csv,0,15.95,bend,199.737
131.776,412,0.659748,-18.242,-21.957,10.2282,-12.6696,-33.3114,20.6418,3.246,-2041.7752,-5291.8007,-3250.0255,-3711.6003,-1535.9624,-42236.6818,3.0835,13.3368,4.3252,0.0,34.824,class2_2026_04_27_16_03_03.csv,1,131.78,break,199.737
127.628,399,0.63898,-7.806,-10.6379,2.7524,-15.6102,-17.2236,1.6134,8.497,1153.9109,-2859.7427,-4013.6536,606.5831,9373.0408,-2710.0313,2.1895,9.1277,4.1688,2.871,8.464,class2_2026_04_27_16_03_03.csv,2,127.63,connector,199.737
127.628,399,0.639099,-5.902,-8.7916,2.8891,-13.8731,-13.2861,-0.5871,8.792,1133.0185,-2618.8359,-3751.8544,644.2006,9595.6113,-2727.2727,2.2345,4.1363,1.8511,2.871,8.934,class1_2026_04_27_14_47_50.csv,0,127.63,connector,199.7
131.457,411,0.658272,-15.407,-15.5539,2.1937,-10.7844,-27.1696,16.3852,3.642,-1401.2701,-6089.6193,-4688.3492,-3338.558,-2386.5507,-3952.9781,3.1197,12.427,3.9834,0.0,7.065,class1_2026_04_27_14_47_50.csv,1,131.46,break,199.7
35.417,110,0.177318,-13.467,-13.9874,0.504,-14.5247,-14.302,-0.2227,1.2885,47.918,-270.4062,-318.3242,1062.6959,1589.3417,-1161.442,0.1861,0.3909,2.1001,1.276,1.465,class3_2026_05_14_13_16_20.csv,0,35.42,connector,199.737
127.628,399,0.63898,-11.599,-13.3081,1.1538,-14.4912,-24.6342,10.1429,3.174,285.9913,-5762.889,-6048.8803,159.8746,4106.5831,-3163.0094,0.6712,13.8355,20.6116,1.276,3.165,class3_2026_05_14_13_16_20.csv,1,127.63,connector,199.737
130.18,407,0.651757,-17.958,-20.9851,10.3801,-14.2456,-34.0438,19.7982,3.2165,-235.9179,-4270.2937,-4034.3758,-3219.4342,-1952.9781,-46885.4542,1.357,14.2643,10.5114,0.0,35.491,class3_2026_05_14_13_16_20.csv,2,130.18,break,199.737
55.518,173,0.277956,-15.989,-15.8319,0.6231,-14.7412,-16.6284,1.8873,1.348,-190.719,-10.546,180.173,-778.9953,-778.9953,-778.9953,0.3499,0.2445,0.6987,0.0,1.894,class2_2026_04_27_15_48_47.csv,0,55.52,bend,199.737
131.457,411,0.65815,-17.314,-17.9396,2.702,-12.8452,-33.7997,20.9545,3.324,-1414.8885,-5599.2234,-4184.3349,-2327.5878,-1870.0648,-9180.2524,3.1374,14.433,4.6004,0.0,8.946,class2_2026_04_27_15_48_47.csv,1,131.46,break,199.737
127.947,400,0.640577,-8.318,-10.2639,2.0031,-15.5109,-17.9097,2.3988,8.8565,1710.9431,-2793.9451,-4504.8882,-2004.7022,9493.7304,-3122.2571,2.9277,8.7941,3.0037,2.871,6.83,class2_2026_04_27_15_48_47.csv,2,127.95,connector,199.737
74.343,232,0.372273,-15.304,-15.3086,0.6176,-14.6879,-16.3131,1.6251,0.8565,6.0914,-194.8392,-200.9306,-1655.1724,268.0251,-1655.1724,0.1061,0.3621,3.4121,0.0,1.565,class2_2026_04_27_15_34_41.csv,0,74.34,bend,199.7
127.628,399,0.639099,-7.712,-10.6123,2.8717,-15.6938,-16.766,1.0722,8.725,1165.3495,-2491.9061,-3657.2556,579.9373,9673.9812,-2710.0313,2.2486,8.9959,4.0006,2.871,8.856,class2_2026_04_27_15_34_41.csv,1,127.63,connector,199.7
132.095,413,0.661467,-18.318,-22.0624,10.0572,-12.7051,-32.7497,20.0447,2.373,-2401.7144,-2843.4969,-441.7825,-1934.1677,-1274.7745,-48246.0862,3.2602,13.7804,4.2268,0.0,33.771,class2_2026_04_27_15_34_41.csv,2,132.09,break,199.7
22.973,71,0.115016,-14.805,-15.18,0.2794,-14.7441,-16.0059,1.2618,0.4035,-221.8973,-355.6617,-133.7644,258.6207,725.7053,-757.0533,0.3823,0.5807,1.519,1.276,0.925,class2_2026_04_27_16_05_17.csv,0,22.97,bend,199.737
131.138,410,0.656553,-17.34,-17.5163,2.5773,-13.388,-30.7159,17.3279,3.8575,-603.6669,-247.5534,356.1135,-1535.085,-1535.085,-44768.0298,3.179,13.6374,4.2898,0.0,8.009,class2_2026_04_27_16_05_17.csv,1,131.14,break,199.737
127.628,399,0.63898,-8.463,-11.3757,2.9486,-16.4069,-17.5767,1.1698,8.547,1058.4748,-2799.4883,-3857.9631,658.3072,9851.8814,-2733.5423,2.2547,8.8598,3.9295,2.871,9.247,class2_2026_04_27_16_05_17.csv,2,127.63,connector,199.737
104.655,327,0.523964,-15.539,-15.516,0.6484,-14.7547,-16.5713,1.8167,0.866,-66.0327,-174.0347,-108.0019,-1575.2335,229.786,-1575.2335,0.155,0.3561,2.2971,0.0,1.706,class2_2026_04_27_15_25_04.csv,0,104.66,bend,199.737
131.457,411,0.65815,-17.296,-17.212,1.9351,-12.6796,-32.6023,19.9227,3.592,-1371.9701,-4158.2334,-2786.2633,-3669.2821,-2243.1702,-49789.9702,3.1574,13.9198,4.4086,0.0,5.992,class2_2026_04_27_15_25_04.csv,1,131.46,break,199.737
127.947,400,0.640577,-8.137,-10.1122,2.0678,-15.3461,-19.2032,3.8571,8.875,1674.7746,-2494.4222,-4169.1968,-1981.1912,9915.3605,-3260.1881,2.9052,11.5178,3.9645,2.871,7.103,class2_2026_04_27_15_25_04.csv,2,127.95,connector,199.737
134.647,421,0.674121,-18.433,-18.0524,1.1814,-11.5419,-31.5708,20.0288,1.91,-2433.6125,-4340.3931,-1906.7806,-1620.6897,-1326.0172,-2542.3197,4.1249,14.6348,3.5479,0.0,4.091,class3_2026_05_14_13_43_17.csv,0,134.65,break,199.737
35.736,111,0.178915,-9.77,-11.6744,1.5078,-13.9946,-13.5072,-0.4874,4.595,561.132,-889.2249,-1450.3568,-242.9467,5666.1442,-2194.3574,1.14,1.2951,1.1361,2.233,4.694,class3_2026_05_14_13_43_17.csv,1,35.74,connector,199.737
127.628,399,0.63898,-1.661,-5.1407,4.0983,-13.2609,-9.1578,-4.1032,12.369,1930.3757,-2644.9259,-4575.3016,703.7618,15903.6342,-2727.2727,3.6497,4.3124,1.1816,3.828,13.218,class3_2026_05_14_13_43_17.csv,2,127.63,connector,199.737
35.736,111,0.178915,-9.282,-11.4326,1.6951,-14.0326,-23.5273,9.4948,5.355,712.167,-8598.6445,-9310.8115,-603.4483,6103.4483,-3072.1003,1.3616,14.5546,10.689,2.233,5.352,class3_2026_05_14_12_57_24.csv,0,35.74,connector,199.737
38.607,120,0.193289,-17.157,-20.4796,10.6711,-13.0165,-35.6823,22.6658,3.201,-204.8131,-2709.4489,-2504.6358,-3341.6912,-2106.5831,-47465.5188,2.0208,14.2903,7.0717,0.0,36.343,class3_2026_05_14_12_57_24.csv,1,38.61,break,199.737
127.628,399,0.63898,-5.935,-8.8309,2.8848,-13.917,-13.6973,-0.2197,8.8215,1151.1431,-2702.2958,-3853.4389,586.2069,9484.326,-2761.7555,2.2464,4.6471,2.0687,2.871,8.986,class1_2026_04_27_14_38_31.csv,0,127.63,connector,199.737
132.095,413,0.661345,-17.57,-17.673,2.6088,-10.9747,-27.9151,16.9404,3.5,-2455.2295,-4695.1212,-2239.8917,-3296.2398,-1967.3956,-5967.0846,3.3248,11.9431,3.5922,0.0,7.899,class1_2026_04_27_14_38_31.csv,1,132.09,break,199.737
121.884,381,0.610222,-15.986,-15.8647,0.6065,-14.8922,-15.1883,0.2961,0.0,-150.7644,55.9496,206.714,-199.4421,-199.4421,-797.8072,0.3204,2.8436,8.8746,0.0,1.772,class2_2026_04_27_15_17_19.csv,0,121.88,bend,199.737
131.776,412,0.659748,-19.7,-18.6138,2.2591,-12.7222,-27.9054,15.1832,3.367,-2107.863,-1104.6983,1003.1646,-2557.9937,-2557.9937,-7567.3966,3.2051,11.8449,3.6957,0.0,6.228,class2_2026_04_27_15_17_19.csv,1,131.78,break,199.737
127.628,399,0.63898,-7.779,-10.6499,2.8417,-15.6442,-15.6875,0.0433,8.61,1093.5744,-2822.144,-3915.7183,605.0157,9758.6207,-2742.9467,2.2054,4.8696,2.208,2.871,8.669,class2_2026_04_27_15_17_19.csv,2,127.63,connector,199.737
62.219,194,0.311505,-15.758,-15.5063,0.6975,-14.7016,-16.365,1.6634,0.8955,-54.0448,-88.3265,-34.2817,-430.46,-252.3511,-1590.9075,0.1791,0.299,1.6694,0.0,2.049,class2_2026_04_27_15_53_29.csv,0,62.22,bend,199.737
127.628,399,0.63898,-7.7,-10.6019,2.9056,-15.7682,-15.3237,-0.4444,8.8775,1136.349,-2939.3328,-4075.6819,589.3417,9670.8464,-2805.6426,2.2793,4.4378,1.947,2.871,8.988,class2_2026_04_27_15_53_29.csv,1,127.63,connector,199.737
131.457,411,0.65815,-17.698,-17.7094,2.5825,-12.6199,-33.8407,21.2208,3.8165,-1415.8549,-6822.677,-5406.8221,-3278.9984,-2326.267,-6631.6599,3.1533,14.4144,4.5713,0.0,9.05,class2_2026_04_27_15_53_29.csv,2,131.46,break,199.737
27.121,84,0.135784,-14.453,-14.674,0.3601,-14.6515,-15.6933,1.0418,0.928,164.1169,-266.5129,-430.6298,-368.3386,142.6332,-810.3448,0.4709,0.4423,0.9393,5.424,1.017,class2_2026_04_27_16_08_08.csv,0,27.12,bend,199.737
131.457,411,0.65815,-17.129,-17.3208,2.1762,-12.4998,-29.2203,16.7206,3.868,-1420.2498,-3073.1956,-1652.9458,-3796.2367,-1929.4914,-4015.674,3.1095,12.8951,4.147,0.0,6.382,class2_2026_04_27_16_08_08.csv,1,131.46,break,199.737
127.947,400,0.640577,-8.019,-9.9239,1.9476,-15.0161,-16.0099,0.9938,8.712,1627.641,-2627.5129,-4255.1539,-1992.163,9189.6552,-3257.0533,2.8461,4.3303,1.5215,2.871,6.633,class2_2026_04_27_16_08_08.csv,2,127.95,connector,199.737
35.417,110,0.177318,-11.252,-12.6508,1.3543,-14.2963,-13.6462,-0.6501,3.48,126.1083,-785.0493,-911.1576,2526.6458,4484.326,-1915.3605,0.4634,1.1417,2.4635,2.233,3.842,class3_2026_05_14_13_47_19.csv,0,35.42,connector,199.737
96.997,303,0.485624,-6.108,-8.881,2.7105,-13.7569,-12.8733,-0.8836,8.4385,1125.1814,-2283.8615,-3409.0429,344.8276,9145.768,-2689.6552,2.1952,3.4575,1.5751,2.872,8.505,class3_2026_05_14_13_47_19.csv,1,97.0,connector,199.737
127.628,399,0.63898,-4.406,-7.8788,4.0453,-15.969,-12.1019,-3.8671,12.174,1909.059,-2623.9941,-4533.053,673.9812,15414.3926,-2736.6771,3.6238,4.6368,1.2795,3.509,12.967,class3_2026_05_14_13_47_19.csv,2,127.63,connector,199.737
101.783,318,0.509585,-16.401,-16.2766,1.0123,-11.0087,-17.4616,6.4528,1.878,-2355.3981,10.9268,2366.3248,-844.8307,-844.8307,-1111.2884,3.2116,0.513,0.1597,0.0,3.011,class3_2026_05_14_13_47_19.csv,3,101.78,bend,199.737
133.052,416,0.666136,-19.18,-18.1154,1.9294,-10.4082,-29.1316,18.7234,3.1485,-2650.7293,-1655.0072,995.7221,-4932.6003,-1981.1912,-4932.6003,4.1817,12.959,3.099,0.0,5.818,class3_2026_05_14_13_47_19.csv,4,133.05,break,199.737
63.176,197,0.316296,-15.11,-15.3786,0.8297,-14.5834,-16.8209,2.2375,0.9615,2.3939,-289.2026,-291.5965,-1565.8307,194.7717,-1565.8307,0.1212,0.502,4.141,0.0,2.175,class2_2026_04_27_15_54_02.csv,0,63.18,bend,199.737
131.138,410,0.656553,-16.924,-20.3778,10.6251,-13.0655,-29.0587,15.9932,3.701,-638.3107,-3972.8616,-3334.5509,-1806.1433,-1806.1433,-46115.989,3.088,12.9961,4.2086,0.0,36.264,class2_2026_04_27_15_54_02.csv,1,131.14,break,199.737
127.628,399,0.63898,-8.216,-11.0499,2.7864,-16.2262,-17.4106,1.1844,8.799,1254.5776,-4981.2745,-6235.852,572.1003,9427.8997,-2727.2727,2.2793,8.9597,3.931,2.871,8.58,class2_2026_04_27_15_54_02.csv,2,127.63,connector,199.737
56.156,175,0.28115,-15.913,-15.6822,0.7122,-14.6689,-16.7311,2.0622,1.0345,-104.3923,-196.6371,-92.2448,-346.395,-346.395,-1114.4216,0.2619,0.3546,1.3536,0.0,2.155,class2_2026_04_27_15_50_35.csv,0,56.16,bend,199.737
127.947,400,0.640577,-8.678,-10.6123,2.0144,-15.9741,-18.1736,2.1995,9.01,1767.7374,-2814.1306,-4581.8681,-2009.4044,9673.5738,-3112.8527,2.9903,8.6784,2.9022,2.871,6.9,class2_2026_04_27_15_50_35.csv,1,127.95,connector,199.737
131.138,410,0.656553,-17.069,-17.2592,2.328,-13.2098,-30.1419,16.9322,4.054,-579.0548,-3805.522,-3226.4672,-3011.6918,-2437.3041,-4628.5282,3.1682,12.5621,3.965,0.0,7.261,class2_2026_04_27_15_50_35.csv,2,131.14,break,199.737
84.234,263,0.421725,-15.646,-15.5637,0.8901,-14.6596,-17.0581,2.3985,1.1745,-0.3298,-182.0921,-181.7623,-1916.9279,592.4765,-1916.9279,0.1288,0.5459,4.2383,0.0,2.451,class2_2026_04_27_15_34_30.csv,0,84.23,bend,199.737
131.138,410,0.656553,-17.353,-17.2816,2.0037,-13.4654,-33.479,20.0136,4.156,-625.9166,-5287.8712,-4661.9546,-2692.1409,-2216.3009,-2949.8433,3.1726,14.7214,4.6402,0.0,6.087,class2_2026_04_27_15_34_30.csv,1,131.14,break,199.737
127.628,399,0.63898,-8.524,-11.419,2.8855,-16.4868,-17.4035,0.9167,8.6745,1138.7617,-2565.2169,-3703.9786,637.931,9534.8768,-2725.7053,2.251,8.7265,3.8767,2.871,9.036,class2_2026_04_27_15_34_30.csv,2,127.63,connector,199.737
125.394,392,0.627796,-14.998,-15.2562,0.6981,-14.8092,-12.8492,-1.9599,0.1535,26.3263,587.6111,561.2847,-1377.7429,271.1599,-2445.1426,0.1007,2.9639,29.4321,0.0,1.92,class2_2026_04_27_15_22_37.csv,0,125.39,bend,199.737
127.628,399,0.63898,-8.015,-10.93,2.6877,-14.4899,-17.4861,2.9962,6.8395,581.8816,-2774.8111,-3356.6927,611.2853,9299.373,-3318.1818,1.7613,9.0094,5.1152,2.552,8.295,class2_2026_04_27_15_22_37.csv,1,127.63,connector,199.737
131.776,412,0.659748,-19.606,-22.1786,10.0789,-12.9859,-32.776,19.7901,3.4695,-2125.6189,-3609.6698,-1484.0509,-1377.7461,-1377.7461,-48369.9075,3.1436,13.7038,4.3593,0.0,34.769,class2_2026_04_27_15_22_37.csv,2,131.78,break,199.737
131.776,412,0.659748,-16.811,-16.5321,2.1662,-10.8756,-28.9371,18.0616,3.588,-2086.7179,-4241.9328,-2155.2149,-3490.5956,-2393.1289,-3490.5956,3.1751,13.2822,4.1833,0.0,6.883,class1_2026_04_27_14_37_46.csv,0,131.78,break,199.737
127.309,398,0.637383,-6.693,-9.4967,3.4013,-14.3857,-12.7279,-1.6577,8.784,613.0052,-2673.9905,-3286.9957,4586.2069,9655.1724,-2642.6332,1.4137,4.3591,3.0836,2.871,8.797,class1_2026_04_27_14_37_46.csv,1,127.31,connector,199.737
45.308,141,0.226838,-15.764,-15.5709,0.703,-14.7116,-16.8101,2.0984,1.194,-53.6678,-250.1548,-196.487,-1084.6379,-244.5141,-1084.6379,0.1804,0.3667,2.0332,0.0,2.017,class2_2026_04_27_15_45_25.csv,0,45.31,bend,199.737
131.776,412,0.659748,-18.79,-25.6312,13.2102,-13.2683,-36.2579,22.9897,3.153,-2100.309,-1496.774,603.535,-3208.4639,-1446.7683,-48761.7571,3.2475,13.806,4.2512,0.0,34.055,class2_2026_04_27_15_45_25.csv,1,131.78,break,199.737
127.628,399,0.63898,-8.286,-11.2033,2.9596,-16.2177,-19.1712,2.9536,8.568,1066.1656,-4979.9731,-6046.1387,573.6677,10070.9494,-2749.2163,2.2533,11.6324,5.1624,2.871,9.371,class2_2026_04_27_15_45_25.csv,2,127.63,connector,199.737
100.188,313,0.5016,-16.667,-16.1466,0.7533,-14.8401,-16.9908,2.1507,1.412,-176.3356,-24.984,151.3517,-1083.0721,-784.9965,-1083.0721,0.3472,0.3195,0.9202,0.0,2.17,class2_2026_04_27_15_23_09.csv,0,100.19,bend,199.737
127.628,399,0.63898,-8.054,-10.9487,2.8785,-16.1714,-17.3716,1.2002,8.898,1216.7964,-3135.6189,-4352.4153,656.7398,9595.6113,-2694.3574,2.2906,9.0186,3.9372,2.871,8.884,class2_2026_04_27_15_23_09.csv,1,127.63,connector,199.737
131.776,412,0.659748,-19.008,-19.0766,2.6564,-13.0234,-39.1532,26.1298,3.088,-2101.6873,-3636.4028,-1534.7155,-8912.2241,-2421.1845,-48103.453,3.2217,13.5466,4.2048,0.0,8.049,class2_2026_04_27_15_23_09.csv,2,131.78,break,199.737
55.518,173,0.277956,-15.615,-15.4294,0.7793,-14.6062,-16.835,2.2288,1.0885,-14.966,-259.6864,-244.7204,-1487.4608,238.2445,-1487.4608,0.1536,0.455,2.9634,0.0,1.96,class2_2026_04_27_15_49_29.csv,0,55.52,bend,199.737
127.628,399,0.63898,-8.429,-11.3613,2.9213,-16.6207,-15.9686,-0.6521,8.871,1184.5473,-2640.1149,-3824.6622,609.7179,9815.047,-2772.7273,2.3246,4.4978,1.9349,2.871,8.996,class2_2026_04_27_15_49_29.csv,1,127.63,connector,199.737
131.776,412,0.659748,-17.968,-19.241,2.9607,-13.3906,-28.2625,14.8719,3.717,-2060.0702,-1226.9931,833.077,-4539.1881,-1547.3408,-6749.2163,3.2196,11.6525,3.6192,0.0,10.151,class2_2026_04_27_15_49_29.csv,2,131.78,break,199.737
21.378,66,0.107031,-14.807,-15.2261,0.7518,-14.4851,-15.8177,1.3326,0.607,-31.2459,75.21,106.4559,-1032.9154,-23.511,-2263.3213,0.1406,0.366,2.6024,0.0,2.219,class2_2026_04_27_16_06_07.csv,0,21.38,bend,199.737
131.776,412,0.659748,-18.223,-18.1689,1.9746,-12.6868,-32.6873,20.0005,3.2725,-2120.3214,-6458.199,-4337.8776,-2493.7335,-2225.7069,-45717.8715,3.2191,13.8666,4.3076,0.0,5.979,class2_2026_04_27_16_06_07.csv,1,131.78,break,199.737
127.628,399,0.63898,-7.711,-10.6259,2.904,-15.5812,-16.7799,1.1987,8.6215,1097.6642,-2606.8408,-3704.505,589.3417,9579.9373,-2695.9248,2.2044,8.9425,4.0566,2.871,9.033,class2_2026_04_27_16_06_07.csv,2,127.63,connector,199.737
24.568,76,0.123002,-14.194,-14.5872,0.3862,-14.6967,-15.5251,0.8284,1.236,50.754,-221.1059,-271.86,-827.5862,824.4514,-1164.5768,0.4042,0.4107,1.0162,1.914,1.275,class2_2026_04_27_16_07_58.csv,0,24.57,bend,199.737
127.628,399,0.63898,-7.517,-10.5679,2.9597,-15.5041,-15.6554,0.1513,8.7,1163.1569,-2791.9262,-3955.0831,603.4483,10097.1854,-3065.8307,2.2739,5.3103,2.3353,2.871,9.388,class2_2026_04_27_16_07_58.csv,1,127.63,connector,199.737
131.776,412,0.659748,-17.768,-19.2983,4.3033,-12.6296,-31.3817,18.7521,3.724,-2159.3852,-7633.0479,-5473.6627,-5485.8934,-1742.9467,-14336.9906,3.288,13.3064,4.0469,0.0,15.54,class2_2026_04_27_16_07_58.csv,2,131.78,break,199.737
58.709,183,0.293932,-16.27,-15.9434,0.9215,-14.7062,-17.494,2.7878,1.2765,-113.8506,-276.9735,-163.1229,-1371.4718,-551.7241,-1485.8934,0.2351,0.5483,2.3323,0.0,2.751,class2_2026_04_27_15_51_19.csv,0,58.71,bend,199.737
127.628,399,0.63898,-8.922,-11.8029,2.9024,-16.9142,-18.1407,1.2265,8.6505,1062.8499,-2691.1717,-3754.0217,559.5611,9880.8777,-2675.5486,2.2795,8.925,3.9153,2.871,8.881,class2_2026_04_27_15_51_19.csv,1,127.63,connector,199.737
131.138,410,0.656553,-17.704,-17.7846,2.3808,-13.8309,-34.2166,20.3856,4.0405,-615.5668,-7099.3423,-6483.7755,-2047.2612,-1887.1473,-47206.8997,3.171,14.1416,4.4597,0.0,8.214,class2_2026_04_27_15_51_19.csv,2,131.14,break,199.737
134.328,420,0.672524,-18.644,-18.22,1.6728,-11.2177,-30.3719,19.1542,2.8675,-2494.7523,-3428.2681,-933.5158,-1537.6191,-1537.6191,-4525.0768,4.2086,13.8782,3.2976,0.0,5.971,class3_2026_05_14_13_22_18.csv,0,134.33,break,199.737
127.309,398,0.637383,-2.863,-6.6311,4.9044,-13.9912,-8.7992,-5.1919,12.2455,1090.0385,-2618.7259,-3708.7644,4793.1034,15290.7604,-2652.0376,2.4301,4.2602,1.7531,3.509,12.83,class3_2026_05_14_13_22_18.csv,1,127.31,connector,199.737
68.919,215,0.345049,-15.124,-15.1116,0.3484,-14.1819,-15.4852,1.3033,0.8545,-64.3119,-5.5106,58.8012,-216.3009,-101.8809,-597.1787,0.7372,0.1737,0.2356,0.0,1.178,class3_2026_05_14_14_34_45.csv,0,68.92,bend,199.737
66.047,206,0.33067,-12.939,-13.6969,0.7315,-14.5253,-14.8357,0.3104,2.0645,95.1132,-633.6153,-728.7285,1680.2508,2126.9592,-1633.8402,0.2339,0.9405,4.0208,1.596,2.131,class3_2026_05_14_14_34_45.csv,1,66.05,connector,199.737
127.628,399,0.63898,-1.842,-5.3992,4.2225,-14.0303,-9.3482,-4.6821,12.344,2058.4855,-2642.7881,-4701.2736,702.1944,16518.8541,-2700.627,3.8773,4.3099,1.1116,3.828,13.663,class3_2026_05_14_14_34_45.csv,2,127.63,connector,199.737
134.009,419,0.670927,-17.598,-17.5763,1.9824,-10.1416,-23.6875,13.5459,2.7325,-2510.6159,-2046.3083,464.3076,-2405.9545,-1445.1426,-2847.9639,4.2355,9.3608,2.2101,0.0,6.629,class3_2026_05_14_14_34_45.csv,3,134.01,break,199.737
43.393,135,0.217251,-15.848,-15.7088,0.8708,-14.6759,-16.9757,2.2998,0.9595,-21.5639,-158.8224,-137.2585,-2173.5726,-313.4796,-2173.5726,0.1161,0.366,3.1521,0.0,2.096,class2_2026_04_27_15_43_31.csv,0,43.39,bend,199.737
127.628,399,0.63898,-8.282,-11.2113,2.9448,-16.3716,-16.2384,-0.1332,8.8025,1178.0875,-3005.2889,-4183.3764,576.8025,9968.652,-2695.9248,2.297,4.799,2.0893,2.871,9.035,class2_2026_04_27_15_43_31.csv,1,127.63,connector,199.737
131.457,411,0.65815,-18.538,-18.7459,2.9393,-13.2492,-29.5731,16.3238,4.0305,-1403.4258,-4769.2543,-3365.8285,-2884.0125,-2747.6505,-6543.8856,3.2202,12.6546,3.9297,0.0,8.278,class2_2026_04_27_15_43_31.csv,2,131.46,break,199.737
33.183,103,0.166133,-14.634,-15.2502,0.7488,-14.5122,-17.2389,2.7267,0.5225,-26.8187,-441.7059,-414.8872,-1249.2163,388.7147,-1747.6489,0.1271,0.806,6.3421,10.21,2.146,class2_2026_04_27_16_05_01.csv,0,33.18,bend,199.737
127.947,400,0.640577,-9.42,-11.3786,1.996,-16.4054,-19.0667,2.6613,8.4835,1560.1737,-2900.514,-4460.6878,-1927.8997,9468.652,-3330.721,2.8104,8.6531,3.079,2.871,6.813,class2_2026_04_27_16_05_01.csv,1,127.95,connector,199.737
